,FN,FP,TN,TP,t,ts
614,2456,2676,59584,4294,20.0,125
615,2868,2395,60535,3212,22.66666666666667,125
616,2148,2421,61159,3282,23.66666666666667,125
617,2013,2258,61982,2757,25.66666666666667,125
618,1815,1902,63018,2275,27.66666666666667,125
619,1456,2031,63629,1894,31.33333333333333,125
620,1201,2502,63878,1429,34.333333333333336,125
621,1347,1821,65139,703,38.66666666666666,125
622,1026,1077,66583,324,46.0,125
623,599,439,67921,51,53.0,125
624,2077,988,212,65733,2.333333333333333,135
625,2875,2431,869,62835,2.6666666666666665,135
626,6115,4894,2646,55355,3.0,135
627,9135,7812,5288,46775,3.333333333333333,135
628,11608,9651,7989,39762,3.6666666666666665,135
629,12050,11279,9501,36180,4.0,135
630,13147,12046,10654,33163,4.333333333333333,135
631,12618,12988,11202,32202,4.666666666666667,135
632,13515,12501,12569,30425,5.0,135
633,12823,12871,12429,30887,5.333333333333333,135
634,12787,12959,13571,29693,6.333333333333332,135
635,12804,12936,14734,28536,6.666666666666668,135
636,13579,11411,18149,25871,7.0,135
637,12136,12409,18881,25584,7.333333333333332,135
638,11237,10877,22393,24503,7.666666666666668,135
639,11556,10157,24683,22614,8.0,135
640,9765,10262,26558,22425,8.333333333333334,135
641,9119,9709,29111,21071,8.666666666666666,135
642,8374,8413,33417,18806,9.0,135
643,7466,8549,34701,18294,9.333333333333334,135
644,6423,6512,38908,17167,9.666666666666666,135
645,6006,5367,41223,16414,10.0,135
646,5035,6010,41840,16125,10.333333333333334,135
647,5822,5206,43634,14348,10.666666666666666,135
648,4605,6024,43646,14735,11.0,135
649,6275,5029,45681,12025,11.333333333333336,135
650,4892,5311,46639,12168,11.666666666666664,135
651,4523,5663,47307,11517,12.0,135
652,3847,4691,49449,11023,12.333333333333336,135
653,3978,5176,50204,9652,12.666666666666664,135
654,3764,4582,51598,9066,13.0,135
655,3850,3913,53247,8000,13.333333333333336,135
656,3615,3524,54046,7825,13.666666666666664,135
657,3891,4071,54859,6189,14.333333333333336,135
658,4168,3694,56086,5062,14.666666666666664,135
659,3884,3151,57149,4826,15.0,135
660,3155,3323,57567,4965,15.666666666666664,135
661,2760,3147,58383,4720,17.333333333333332,135
662,2590,2727,59533,4160,20.0,135
663,2801,2349,60581,3279,22.66666666666667,135
664,2289,2682,60898,3141,23.66666666666667,135
665,2074,2095,62145,2696,25.66666666666667,135
666,1942,1440,63480,2148,27.66666666666667,135
667,1185,1459,64201,2165,31.33333333333333,135
668,1093,1426,64954,1537,34.333333333333336,135
669,1165,1535,65425,885,38.66666666666666,135
670,898,1610,66050,452,46.0,135
671,607,444,67916,43,53.0,135
672,2424,976,224,65386,2.333333333333333,145
673,3264,2373,927,62446,2.6666666666666665,145
674,5784,5040,2500,55686,3.0,145
675,8647,7664,5436,47263,3.333333333333333,145
676,11139,10282,7358,40231,3.6666666666666665,145
677,12468,10670,10110,35762,4.0,145
678,12944,12095,10605,33366,4.333333333333333,145
679,12496,12855,11335,32324,4.666666666666667,145
680,13307,12558,12512,30633,5.0,145
681,12838,13069,12231,30872,5.333333333333333,145
682,12471,13425,13105,30009,6.333333333333332,145
683,12750,13010,14660,28590,6.666666666666668,145
684,12629,12181,17379,26821,7.0,145
685,11674,11885,19405,26046,7.333333333333332,145
686,12073,10463,22807,23667,7.666666666666668,145
687,10304,10942,23898,23866,8.0,145
688,9631,9504,27316,22559,8.333333333333334,145
689,8907,9693,29127,21283,8.666666666666666,145
690,7663,8959,32871,19517,9.0,145
691,7865,7633,35617,17895,9.333333333333334,145
692,6287,6679,38741,17303,9.666666666666666,145
693,5721,5852,40738,16699,10.0,145
694,5794,5812,42038,15366,10.333333333333334,145
695,5616,5311,43539,14544,10.666666666666666,145
696,5675,5112,44558,13665,11.0,145
697,5264,5356,45354,13036,11.333333333333336,145
698,4986,5334,46616,12074,11.666666666666664,145
699,4593,4748,48222,11447,12.0,145
700,3875,4536,49604,10995,12.333333333333336,145
701,4020,4190,51190,9610,12.666666666666664,145
702,3372,4804,51376,9458,13.0,145
703,3355,3678,53482,8495,13.333333333333336,145
704,3410,3411,54159,8030,13.666666666666664,145
705,4131,3868,55062,5949,14.333333333333336,145
706,4095,3476,56304,5135,14.666666666666664,145
707,3651,3042,57258,5059,15.0,145
708,3352,3018,57872,4768,15.666666666666664,145
709,3071,2711,58819,4409,17.333333333333332,145
710,2730,2500,59760,4020,20.0,145
711,2722,2584,60346,3358,22.66666666666667,145
712,2442,2225,61355,2988,23.66666666666667,145
713,2251,2059,62181,2519,25.66666666666667,145
714,1419,1962,62958,2671,27.66666666666667,145
715,1380,1078,64582,1970,31.33333333333333,145
716,1083,1118,65262,1547,34.333333333333336,145
717,1173,1296,65664,877,38.66666666666666,145
718,978,1480,66180,372,46.0,145
719,595,581,67779,55,53.0,145
720,2401,927,273,65409,2.333333333333333,155
721,3409,2376,924,62301,2.6666666666666665,155
722,5587,5058,2482,55883,3.0,155
723,7864,8032,5068,48046,3.333333333333333,155
724,11136,9976,7664,40234,3.6666666666666665,155
725,11507,11454,9326,36723,4.0,155
726,12833,11706,10994,33477,4.333333333333333,155
727,13139,12680,11510,31681,4.666666666666667,155
728,12912,12904,12166,31028,5.0,155
729,13211,12508,12792,30499,5.333333333333333,155
730,12826,13131,13399,29654,6.333333333333332,155
731,13248,13047,14623,28092,6.666666666666668,155
732,13084,11596,17964,26366,7.0,155
733,11341,11594,19696,26379,7.333333333333332,155
734,11055,11128,22142,24685,7.666666666666668,155
735,10627,10621,24219,23543,8.0,155
736,10223,9237,27583,21967,8.333333333333334,155
737,9229,9381,29439,20961,8.666666666666666,155
738,7734,8233,33597,19446,9.0,155
739,7282,7905,35345,18478,9.333333333333334,155
740,6519,6453,38967,17071,9.666666666666666,155
741,5830,6230,40360,16590,10.0,155
742,5087,5546,42304,16073,10.333333333333334,155
743,5628,5228,43622,14532,10.666666666666666,155
744,5631,4841,44829,13709,11.0,155
745,4860,5332,45378,13440,11.333333333333336,155
746,5223,5497,46453,11837,11.666666666666664,155
747,4509,5434,47536,11531,12.0,155
748,4283,4621,49519,10587,12.333333333333336,155
749,4339,4739,50641,9291,12.666666666666664,155
750,3839,4859,51321,8991,13.0,155
751,3543,3911,53249,8307,13.333333333333336,155
752,3241,3607,53963,8199,13.666666666666664,155
753,4273,3427,55503,5807,14.333333333333336,155
754,4131,3173,56607,5099,14.666666666666664,155
755,3519,3559,56741,5191,15.0,155
756,3561,3070,57820,4559,15.666666666666664,155
757,2933,2880,58650,4547,17.333333333333332,155
758,2881,2280,59980,3869,20.0,155
759,2783,2581,60349,3297,22.66666666666667,155
760,2288,2173,61407,3142,23.66666666666667,155
761,1983,1904,62336,2787,25.66666666666667,155
762,1613,1651,63269,2477,27.66666666666667,155
763,1133,1276,64384,2217,31.33333333333333,155
764,1099,1419,64961,1531,34.333333333333336,155
765,885,1423,65537,1165,38.66666666666666,155
766,922,1179,66481,428,46.0,155
767,594,491,67869,56,53.0,155
768,2082,932,268,65728,2.333333333333333,165
769,2903,2412,888,62807,2.6666666666666665,165
770,6318,4846,2694,55152,3.0,165
771,8219,8005,5095,47691,3.333333333333333,165
772,11648,9353,8287,39722,3.6666666666666665,165
773,11666,11358,9422,36564,4.0,165
774,12807,11914,10786,33503,4.333333333333333,165
775,13288,12047,12143,31532,4.666666666666667,165
776,12890,12859,12211,31050,5.0,165
777,12250,13450,11850,31460,5.333333333333333,165
778,12310,13347,13183,30170,6.333333333333332,165
779,12809,13016,14654,28531,6.666666666666668,165
780,12433,12625,16935,27017,7.0,165
781,11961,11641,19649,25759,7.333333333333332,165
782,10842,11358,21902,24908,7.666666666666668,165
783,10120,10068,24772,24050,8.0,165
784,9871,9105,27715,22319,8.333333333333334,165
785,9098,9493,29327,21092,8.666666666666666,165
786,7939,7977,33853,19241,9.0,165
787,7212,8007,35243,18548,9.333333333333334,165
788,6476,6100,39320,17114,9.666666666666666,165
789,6179,5252,41338,16241,10.0,165
790,5489,5562,42288,15671,10.333333333333334,165
791,5845,4953,43897,14315,10.666666666666666,165
792,5829,4848,44822,13511,11.0,165
793,5546,5379,45331,12754,11.333333333333336,165
794,4337,5653,46297,12723,11.666666666666664,165
795,4624,5022,47948,11416,12.0,165
796,4197,4652,49488,10673,12.333333333333336,165
797,3866,4577,50803,9764,12.666666666666664,165
798,3993,3762,52418,8837,13.0,165
799,4037,3494,53666,7813,13.333333333333336,165
800,3519,3273,54297,7921,13.666666666666664,165
801,3770,4199,54731,6310,14.333333333333336,165
802,3999,2962,56818,5231,14.666666666666664,165
803,3719,3616,56684,4991,15.0,165
804,3331,3539,57351,4789,15.666666666666664,165
805,3143,2555,58975,4337,17.333333333333332,165
806,2631,2508,59752,4119,20.0,165
807,2653,2509,60421,3427,22.66666666666667,165
808,2348,2334,61246,3082,23.66666666666667,165
809,2146,2007,62233,2624,25.66666666666667,165
810,1503,1817,63103,2587,27.66666666666667,165
811,1214,1316,64344,2136,31.33333333333333,165
812,1302,1512,64868,1328,34.333333333333336,165
813,672,1830,65130,1378,38.66666666666666,165
814,937,1022,66638,413,46.0,165
815,539,1024,67336,111,53.0,165
816,2131,956,244,65679,2.333333333333333,175
817,2627,2284,1016,63083,2.6666666666666665,175
818,5761,4785,2755,55709,3.0,175
819,8869,7718,5382,47041,3.333333333333333,175
820,11262,9289,8351,40108,3.6666666666666665,175
821,11961,10821,9959,36269,4.0,175
822,12512,12341,10359,33798,4.333333333333333,175
823,13139,12397,11793,31681,4.666666666666667,175
824,13161,12847,12223,30779,5.0,175
825,13294,12417,12883,30416,5.333333333333333,175
826,12943,12923,13607,29537,6.333333333333332,175
827,13442,12294,15376,27898,6.666666666666668,175
828,12078,12598,16962,27372,7.0,175
829,11353,11986,19304,26367,7.333333333333332,175
830,10937,11245,22025,24803,7.666666666666668,175
831,11030,9835,25005,23140,8.0,175
832,9538,9256,27564,22652,8.333333333333334,175
833,9254,9619,29201,20936,8.666666666666666,175
834,8463,7864,33966,18717,9.0,175
835,7653,7526,35724,18107,9.333333333333334,175
836,6141,6109,39311,17449,9.666666666666666,175
837,6129,5799,40791,16291,10.0,175
838,5396,5365,42485,15764,10.333333333333334,175
839,5299,5735,43115,14861,10.666666666666666,175
840,5679,4786,44884,13661,11.0,175
841,5412,6190,44520,12888,11.333333333333336,175
842,4630,4944,47006,12430,11.666666666666664,175
843,4408,4775,48195,11632,12.0,175
844,4110,4374,49766,10760,12.333333333333336,175
845,3371,4834,50546,10259,12.666666666666664,175
846,4176,4078,52102,8654,13.0,175
847,3421,3597,53563,8429,13.333333333333336,175
848,3511,3496,54074,7929,13.666666666666664,175
849,3596,4033,54897,6484,14.333333333333336,175
850,3510,3425,56355,5720,14.666666666666664,175
851,3595,3551,56749,5115,15.0,175
852,3453,3542,57348,4667,15.666666666666664,175
853,2685,2714,58816,4795,17.333333333333332,175
854,2445,2705,59555,4305,20.0,175
855,2621,2616,60314,3459,22.66666666666667,175
856,2225,2481,61099,3205,23.66666666666667,175
857,1815,2199,62041,2955,25.66666666666667,175
858,1597,1661,63259,2493,27.66666666666667,175
859,1280,1441,64219,2070,31.33333333333333,175
860,858,924,65456,1772,34.333333333333336,175
861,893,1302,65658,1157,38.66666666666666,175
862,926,880,66780,424,46.0,175
863,562,848,67512,88,53.0,175
864,1622,987,213,66188,2.333333333333333,185
865,2841,2256,1044,62869,2.6666666666666665,185
866,6607,4821,2719,54863,3.0,185
867,7627,8165,4935,48283,3.333333333333333,185
868,10614,9943,7697,40756,3.6666666666666665,185
869,11723,10900,9880,36507,4.0,185
870,11936,12475,10225,34374,4.333333333333333,185
871,13049,12522,11668,31771,4.666666666666667,185
872,14083,12193,12877,29857,5.0,185
873,13009,12743,12557,30701,5.333333333333333,185
874,12598,12468,14062,29882,6.333333333333332,185
875,13075,12502,15168,28265,6.666666666666668,185
876,11769,12541,17019,27681,7.0,185
877,11364,11628,19662,26356,7.333333333333332,185
878,10580,10963,22307,25160,7.666666666666668,185
879,10668,9940,24900,23502,8.0,185
880,10060,9235,27585,22130,8.333333333333334,185
881,9129,9195,29625,21061,8.666666666666666,185
882,7154,8577,33253,20026,9.0,185
883,7197,7440,35810,18563,9.333333333333334,185
884,6573,5798,39622,17017,9.666666666666666,185
885,6184,5484,41106,16236,10.0,185
886,4871,5291,42559,16289,10.333333333333334,185
887,5400,4999,43851,14760,10.666666666666666,185
888,5673,5323,44347,13667,11.0,185
889,5296,5246,45464,13004,11.333333333333336,185
890,4583,4960,46990,12477,11.666666666666664,185
891,3946,4778,48192,12094,12.0,185
892,4082,4407,49733,10788,12.333333333333336,185
893,3975,4255,51125,9655,12.666666666666664,185
894,4081,4321,51849,8759,13.0,185
895,2745,4117,53043,9105,13.333333333333336,185
896,3053,3650,53920,8387,13.666666666666664,185
897,4127,3598,55332,5953,14.333333333333336,185
898,3508,3128,56652,5722,14.666666666666664,185
899,3529,3109,57191,5181,15.0,185
900,2988,3653,57237,5132,15.666666666666664,185
901,2656,3023,58507,4824,17.333333333333332,185
902,2471,2632,59628,4279,20.0,185
903,2808,2403,60527,3272,22.66666666666667,185
904,2331,2548,61032,3099,23.66666666666667,185
905,1688,2164,62076,3082,25.66666666666667,185
906,1285,2048,62872,2805,27.66666666666667,185
907,1053,1358,64302,2297,31.33333333333333,185
908,864,1239,65141,1766,34.333333333333336,185
909,1151,1498,65462,899,38.66666666666666,185
910,743,1491,66169,607,46.0,185
911,533,818,67542,117,53.0,185
912,1763,1009,191,66047,2.333333333333333,195
913,2776,2251,1049,62934,2.6666666666666665,195
914,6577,4642,2898,54893,3.0,195
915,8306,7709,5391,47604,3.333333333333333,195
916,10406,9916,7724,40964,3.6666666666666665,195
917,11761,11069,9711,36469,4.0,195
918,12810,11508,11192,33500,4.333333333333333,195
919,13220,12348,11842,31600,4.666666666666667,195
920,13584,12441,12629,30356,5.0,195
921,13012,12760,12540,30698,5.333333333333333,195
922,13041,12188,14342,29439,6.333333333333332,195
923,12393,13065,14605,28947,6.666666666666668,195
924,11802,12803,16757,27648,7.0,195
925,11541,11743,19547,26179,7.333333333333332,195
926,10489,11100,22170,25251,7.666666666666668,195
927,10578,9806,25034,23592,8.0,195
928,9823,9164,27656,22367,8.333333333333334,195
929,8544,9478,29342,21646,8.666666666666666,195
930,7237,8720,33110,19943,9.0,195
931,7372,7582,35668,18388,9.333333333333334,195
932,6834,5693,39727,16756,9.666666666666666,195
933,5604,6102,40488,16816,10.0,195
934,4916,5735,42115,16244,10.333333333333334,195
935,5320,5013,43837,14840,10.666666666666666,195
936,5892,4962,44708,13448,11.0,195
937,5057,5022,45688,13243,11.333333333333336,195
938,4677,5158,46792,12383,11.666666666666664,195
939,4101,4562,48408,11939,12.0,195
940,3817,4756,49384,11053,12.333333333333336,195
941,4227,4233,51147,9403,12.666666666666664,195
942,4197,4769,51411,8633,13.0,195
943,3629,3670,53480,8231,13.333333333333336,195
944,3901,3194,54376,7539,13.666666666666664,195
945,4141,3513,55417,5939,14.333333333333336,195
946,3823,3271,56509,5407,14.666666666666664,195
947,3372,2835,57465,5338,15.0,195
948,2924,3511,57379,5196,15.666666666666664,195
949,2710,2942,58588,4770,17.333333333333332,195
950,2614,2460,59800,4136,20.0,195
951,2491,2557,60373,3589,22.66666666666667,195
952,2375,2435,61145,3055,23.66666666666667,195
953,1802,2177,62063,2968,25.66666666666667,195
954,1442,1830,63090,2648,27.66666666666667,195
955,1112,1186,64474,2238,31.33333333333333,195
956,839,1378,65002,1791,34.333333333333336,195
957,814,1230,65730,1236,38.66666666666666,195
958,791,984,66676,559,46.0,195
959,537,593,67767,113,53.0,195
960,1496,1003,197,66314,2.333333333333333,205
961,2425,2368,932,63285,2.6666666666666665,205
962,5862,4778,2762,55608,3.0,205
963,8612,7941,5159,47298,3.333333333333333,205
964,10920,9891,7749,40450,3.6666666666666665,205
965,11483,11097,9683,36747,4.0,205
966,12548,11797,10903,33762,4.333333333333333,205
967,12940,12544,11646,31880,4.666666666666667,205
968,13078,12605,12465,30862,5.0,205
969,13116,12630,12670,30594,5.333333333333333,205
970,13363,12191,14339,29117,6.333333333333332,205
971,12326,13370,14300,29014,6.666666666666668,205
972,11977,12182,17378,27473,7.0,205
973,11496,11675,19615,26224,7.333333333333332,205
974,10781,10546,22724,24959,7.666666666666668,205
975,10499,9449,25391,23671,8.0,205
976,9269,9788,27032,22921,8.333333333333334,205
977,9114,9413,29407,21076,8.666666666666666,205
978,7098,8140,33690,20082,9.0,205
979,6945,7893,35357,18815,9.333333333333334,205
980,6591,5925,39495,16999,9.666666666666666,205
981,5653,5523,41067,16767,10.0,205
982,5337,5064,42786,15823,10.333333333333334,205
983,5474,5141,43709,14686,10.666666666666666,205
984,5762,5081,44589,13578,11.0,205
985,5451,4967,45743,12849,11.333333333333336,205
986,4542,4793,47157,12518,11.666666666666664,205
987,4371,4507,48463,11669,12.0,205
988,4092,4011,50129,10778,12.333333333333336,205
989,4155,4608,50772,9475,12.666666666666664,205
990,3795,4611,51569,9035,13.0,205
991,3671,3648,53512,8179,13.333333333333336,205
992,2974,3648,53922,8466,13.666666666666664,205
993,3517,3999,54931,6563,14.333333333333336,205
994,3879,2706,57074,5351,14.666666666666664,205
995,3279,2845,57455,5431,15.0,205
996,3280,3109,57781,4840,15.666666666666664,205
997,2877,2774,58756,4603,17.333333333333332,205
998,2649,2518,59742,4101,20.0,205
999,2504,2518,60412,3576,22.66666666666667,205
1000,2004,2570,61010,3426,23.66666666666667,205
1001,1868,2148,62092,2902,25.66666666666667,205
1002,1344,1738,63182,2746,27.66666666666667,205
1003,1302,1366,64294,2048,31.33333333333333,205
1004,843,1277,65103,1787,34.333333333333336,205
1005,1172,1848,65112,878,38.66666666666666,205
1006,869,932,66728,481,46.0,205
1007,543,488,67872,107,53.0,205
1008,1591,972,228,66219,2.333333333333333,215
1009,3069,2271,1029,62641,2.6666666666666665,215
1010,5502,4772,2768,55968,3.0,215
1011,8545,7620,5480,47365,3.333333333333333,215
1012,10821,9845,7795,40549,3.6666666666666665,215
1013,11837,10834,9946,36393,4.0,215
1014,13077,11356,11344,33233,4.333333333333333,215
1015,12566,12896,11294,32254,4.666666666666667,215
1016,13205,12451,12619,30735,5.0,215
1017,12869,12945,12355,30841,5.333333333333333,215
1018,13092,12231,14299,29388,6.333333333333332,215
1019,12735,12993,14677,28605,6.666666666666668,215
1020,11736,12673,16887,27714,7.0,215
1021,11036,12066,19224,26684,7.333333333333332,215
1022,10613,10874,22386,25137,7.666666666666668,215
1023,10685,9477,25363,23485,8.0,215
1024,9893,8960,27860,22297,8.333333333333334,215
1025,8725,9003,29817,21465,8.666666666666666,215
1026,7272,8485,33345,19908,9.0,215
1027,6534,7983,35267,19226,9.333333333333334,215
1028,6067,6059,39361,17523,9.666666666666666,215
1029,5773,5463,41127,16647,10.0,215
1030,5391,5249,42601,15769,10.333333333333334,215
1031,5044,5218,43632,15116,10.666666666666666,215
1032,5780,5209,44461,13560,11.0,215
1033,5991,4898,45812,12309,11.333333333333336,215
1034,4195,5189,46761,12865,11.666666666666664,215
1035,4158,4518,48452,11882,12.0,215
1036,3848,4522,49618,11022,12.333333333333336,215
1037,4178,3920,51460,9452,12.666666666666664,215
1038,4048,4471,51709,8782,13.0,215
1039,3496,3683,53477,8354,13.333333333333336,215
1040,2974,3463,54107,8466,13.666666666666664,215
1041,3483,3686,55244,6597,14.333333333333336,215
1042,3697,3098,56682,5533,14.666666666666664,215
1043,3342,3318,56982,5368,15.0,215
1044,3159,3097,57793,4961,15.666666666666664,215
1045,2858,2710,58820,4622,17.333333333333332,215
1046,2484,2614,59646,4266,20.0,215
1047,2322,2733,60197,3758,22.66666666666667,215
1048,2391,2286,61294,3039,23.66666666666667,215
1049,2008,2078,62162,2762,25.66666666666667,215
1050,1423,1706,63214,2667,27.66666666666667,215
1051,1068,1367,64293,2282,31.33333333333333,215
1052,760,1065,65315,1870,34.333333333333336,215
1053,1114,2164,64796,936,38.66666666666666,215
1054,792,892,66768,558,46.0,215
1055,578,645,67715,72,53.0,215
1056,1591,1001,199,66219,2.333333333333333,225
1057,3076,2260,1040,62634,2.6666666666666665,225
1058,5692,4967,2573,55778,3.0,225
1059,7944,7934,5166,47966,3.333333333333333,225
1060,10802,10216,7424,40568,3.6666666666666665,225
1061,12507,10935,9845,35723,4.0,225
1062,12792,11505,11195,33518,4.333333333333333,225
1063,13332,12339,11851,31488,4.666666666666667,225
1064,13238,12533,12537,30702,5.0,225
1065,12668,13227,12073,31042,5.333333333333333,225
1066,12918,12591,13939,29562,6.333333333333332,225
1067,12825,12314,15356,28515,6.666666666666668,225
1068,11841,12104,17456,27609,7.0,225
1069,10632,12064,19226,27088,7.333333333333332,225
1070,10828,11039,22231,24912,7.666666666666668,225
1071,10526,9650,25190,23644,8.0,225
1072,9099,9708,27112,23091,8.333333333333334,225
1073,8751,8538,30282,21439,8.666666666666666,225
1074,7595,8080,33750,19585,9.0,225
1075,6791,8184,35066,18969,9.333333333333334,225
1076,6040,6016,39404,17550,9.666666666666666,225
1077,5834,5681,40909,16586,10.0,225
1078,5503,4859,42991,15657,10.333333333333334,225
1079,5123,4960,43890,15037,10.666666666666666,225
1080,5355,5060,44610,13985,11.0,225
1081,5256,5192,45518,13044,11.333333333333336,225
1082,4621,4302,47648,12439,11.666666666666664,225
1083,4340,4500,48470,11700,12.0,225
1084,3989,3779,50361,10881,12.333333333333336,225
1085,4156,4150,51230,9474,12.666666666666664,225
1086,4109,4070,52110,8721,13.0,225
1087,3308,3707,53453,8542,13.333333333333336,225
1088,3250,3157,54413,8190,13.666666666666664,225
1089,3496,3790,55140,6584,14.333333333333336,225
1090,3365,3142,56638,5865,14.666666666666664,225
1091,3476,3312,56988,5234,15.0,225
1092,3054,3303,57587,5066,15.666666666666664,225
1093,2679,2707,58823,4801,17.333333333333332,225
1094,2559,2665,59595,4191,20.0,225
1095,2466,2678,60252,3614,22.66666666666667,225
1096,2113,2448,61132,3317,23.66666666666667,225
1097,1886,2103,62137,2884,25.66666666666667,225
1098,1699,1422,63498,2391,27.66666666666667,225
1099,1215,1169,64491,2135,31.33333333333333,225
1100,719,1276,65104,1911,34.333333333333336,225
1101,745,1462,65498,1305,38.66666666666666,225
1102,1024,632,67028,326,46.0,225
1103,546,767,67593,104,53.0,225
1104,1602,978,222,66208,2.333333333333333,235
1105,2614,2249,1051,63096,2.6666666666666665,235
1106,5728,4851,2689,55742,3.0,235
1107,8190,7569,5531,47720,3.333333333333333,235
1108,10530,10038,7602,40840,3.6666666666666665,235
1109,12108,10572,10208,36122,4.0,235
1110,11896,12349,10351,34414,4.333333333333333,235
1111,13070,12380,11810,31750,4.666666666666667,235
1112,13061,12744,12326,30879,5.0,235
1113,12951,12828,12472,30759,5.333333333333333,235
1114,12934,12831,13699,29546,6.333333333333332,235
1115,12727,12479,15191,28613,6.666666666666668,235
1116,12664,11236,18324,26786,7.0,235
1117,11005,11486,19804,26715,7.333333333333332,235
1118,10704,10938,22332,25036,7.666666666666668,235
1119,10240,10075,24765,23930,8.0,235
1120,9089,9449,27371,23101,8.333333333333334,235
1121,8693,8988,29832,21497,8.666666666666666,235
1122,7699,7953,33877,19481,9.0,235
1123,7044,7619,35631,18716,9.333333333333334,235
1124,5831,6271,39149,17759,9.666666666666666,235
1125,5824,5667,40923,16596,10.0,235
1126,5124,5132,42718,16036,10.333333333333334,235
1127,5110,5099,43751,15050,10.666666666666666,235
1128,4970,4827,44843,14370,11.0,235
1129,4853,5405,45305,13447,11.333333333333336,235
1130,4501,4956,46994,12559,11.666666666666664,235
1131,4769,4358,48612,11271,12.0,235
1132,3421,3862,50278,11449,12.333333333333336,235
1133,4062,4459,50921,9568,12.666666666666664,235
1134,4127,4494,51686,8703,13.0,235
1135,3373,3345,53815,8477,13.333333333333336,235
1136,3152,3523,54047,8288,13.666666666666664,235
1137,4104,3693,55237,5976,14.333333333333336,235
1138,3380,2948,56832,5850,14.666666666666664,235
1139,3216,3483,56817,5494,15.0,235
1140,2793,3662,57228,5327,15.666666666666664,235
1141,2663,2759,58771,4817,17.333333333333332,235
1142,2753,2328,59932,3997,20.0,235
1143,2432,2706,60224,3648,22.66666666666667,235
1144,2169,2331,61249,3261,23.66666666666667,235
1145,2141,1973,62267,2629,25.66666666666667,235
1146,1387,1440,63480,2703,27.66666666666667,235
1147,1172,994,64666,2178,31.33333333333333,235
1148,685,1170,65210,1945,34.333333333333336,235
1149,569,1037,65923,1481,38.66666666666666,235
1150,826,972,66688,524,46.0,235
1151,605,426,67934,45,53.0,235
1152,1540,999,201,66270,2.333333333333333,245
1153,2728,2202,1098,62982,2.6666666666666665,245
1154,5611,4832,2708,55859,3.0,245
1155,8233,7821,5279,47677,3.333333333333333,245
1156,10625,9883,7757,40745,3.6666666666666665,245
1157,11825,10992,9788,36405,4.0,245
1158,12763,11589,11111,33547,4.333333333333333,245
1159,12188,13043,11147,32632,4.666666666666667,245
1160,12883,12657,12413,31057,5.0,245
1161,12317,13388,11912,31393,5.333333333333333,245
1162,12391,13314,13216,30089,6.333333333333332,245
1163,12269,13122,14548,29071,6.666666666666668,245
1164,12264,11496,18064,27186,7.0,245
1165,11461,11092,20198,26259,7.333333333333332,245
1166,10206,11453,21817,25534,7.666666666666668,245
1167,9866,10046,24794,24304,8.0,245
1168,9531,9328,27492,22659,8.333333333333334,245
1169,9037,8705,30115,21153,8.666666666666666,245
1170,8132,6919,34911,19048,9.0,245
1171,6701,7330,35920,19059,9.333333333333334,245
1172,6477,5824,39596,17113,9.666666666666666,245
1173,6034,5405,41185,16386,10.0,245
1174,4961,5476,42374,16199,10.333333333333334,245
1175,5352,5299,43551,14808,10.666666666666666,245
1176,5413,4701,44969,13927,11.0,245
1177,4968,5265,45445,13332,11.333333333333336,245
1178,4742,4696,47254,12318,11.666666666666664,245
1179,4351,4228,48742,11689,12.0,245
1180,3714,3872,50268,11156,12.333333333333336,245
1181,4033,4041,51339,9597,12.666666666666664,245
1182,3713,4266,51914,9117,13.0,245
1183,3373,3400,53760,8477,13.333333333333336,245
1184,3336,3401,54169,8104,13.666666666666664,245
1185,3609,3364,55566,6471,14.333333333333336,245
1186,3165,3376,56404,6065,14.666666666666664,245
1187,3206,2989,57311,5504,15.0,245
1188,2909,3188,57702,5211,15.666666666666664,245
1189,2697,2815,58715,4783,17.333333333333332,245
1190,2421,2633,59627,4329,20.0,245
1191,2738,2376,60554,3342,22.66666666666667,245
1192,2253,2354,61226,3177,23.66666666666667,245
1193,1913,1997,62243,2857,25.66666666666667,245
1194,1528,1268,63652,2562,27.66666666666667,245
1195,966,1264,64396,2384,31.33333333333333,245
1196,823,935,65445,1807,34.333333333333336,245
1197,782,1231,65729,1268,38.66666666666666,245
1198,664,802,66858,686,46.0,245
1199,568,208,68152,82,53.0,245
1200,1553,964,236,66257,2.333333333333333,255
1201,3096,2144,1156,62614,2.6666666666666665,255
1202,6431,4441,3099,55039,3.0,255
1203,8022,8033,5067,47888,3.333333333333333,255
1204,10704,9455,8185,40666,3.6666666666666665,255
1205,12017,10769,10011,36213,4.0,255
1206,12776,11501,11199,33534,4.333333333333333,255
1207,12699,12870,11320,32121,4.666666666666667,255
1208,12929,12486,12584,31011,5.0,255
1209,12490,13088,12212,31220,5.333333333333333,255
1210,12710,12616,13914,29770,6.333333333333332,255
1211,12000,12982,14688,29340,6.666666666666668,255
1212,11881,12019,17541,27569,7.0,255
1213,12056,10617,20673,25664,7.333333333333332,255
1214,10612,11220,22050,25128,7.666666666666668,255
1215,10231,9605,25235,23939,8.0,255
1216,9532,8951,27869,22658,8.333333333333334,255
1217,8381,9435,29385,21809,8.666666666666666,255
1218,7848,7248,34582,19332,9.0,255
1219,7028,7201,36049,18732,9.333333333333334,255
