FN,FP,MAE,MSE,TN,TP,sr,t
888.7,597.3,3.60205347051152,231.6278603651645,95.7,5319.3,5,9.61
311.6,1304.1,2.4165476017968412,169.2806997406173,75.9,5209.4,5,11.53
2008.2,1081.9,2.4233513983480655,145.82484668308942,990.1,2820.8,5,14.25
1986.2,1395.6,4.8876345457180115,366.4822378090131,1370.4,2148.8,5,23.42
1873.1,1283.9,2.1731858426315025,143.7707073377047,2168.1,1575.9,5,28.11
986.4,1822.0,2.3013438632082304,131.29818586871468,2319.0,1773.6,5,32.81
1684.3,708.0,2.026876104912332,128.67171166787423,4124.0,384.7,5,37.91
1222.4,550.2,2.1224950007245327,137.87309771917114,4971.8,156.6,5,46.1
690.0,0.0,2.226207361251993,137.72358417475726,6211.0,0.0,5,68.89
156.2,655.5,1.957068250978119,121.88317351977976,37.5,6051.8,10,9.61
1343.2,889.3,2.407690769453702,140.06846282567744,490.7,4177.8,10,11.53
1379.4,1242.5,2.358922982176496,151.12261775431097,829.5,3449.6,10,14.25
1593.0,1403.3,2.0865578901608464,126.69270816983048,1362.7,2542.0,10,23.42
1650.8,1288.8,2.171049992754673,137.23855691638892,2163.2,1798.2,10,28.11
1704.0,899.5,2.846724967396029,205.7356862577887,3241.5,1056.0,10,32.81
1050.2,1254.8,2.182060788291552,132.4053205683959,3577.2,1018.8,10,37.91
895.9,945.8,2.569858788581365,135.48588312599622,4576.2,483.1,10,46.1
469.2,351.4,2.7719945660049263,182.82692375633965,5859.6,220.8,10,68.89
633.7,575.2,1.9707863353137227,84.46312692617012,117.8,5574.3,15,9.61
1104.1,915.9,2.032451673670482,127.05590360962178,464.1,4416.9,15,11.53
1382.7,1293.4,2.1670952035936826,125.35756290030432,778.6,3446.3,15,14.25
1307.5,1548.7,2.07525691928706,91.05157305173165,1217.3,2827.5,15,23.42
1578.7,1138.7,2.4484124039994204,153.75316168308942,2313.3,1870.3,15,28.11
1347.8,839.0,2.3453550934647156,145.43481188704533,3302.0,1412.2,15,32.81
1376.0,611.2,2.008989059556586,94.12609610599914,4220.8,693.0,15,37.91
719.4,703.4,2.0670967975655703,113.23377561367917,4818.6,659.6,15,46.1
620.2,201.8,2.0563540066657007,121.43922530792638,6009.2,69.8,15,68.89
527.0,572.8,1.8544119692798144,75.38365568468338,120.2,5681.0,20,9.61
897.8,854.2,1.946134183451674,101.45957924648602,525.8,4623.2,20,11.53
1023.5,1429.7,1.8145485436893203,76.3614801119403,642.3,3805.5,20,14.25
1411.6,1496.2,2.697976162874946,166.61963477358353,1269.8,2723.4,20,23.42
1436.3,1381.8,2.5214294305173164,150.11442033726996,2070.2,2012.7,20,28.11
1175.6,972.0,2.1226938124909434,125.15341160411533,3169.0,1584.4,20,32.81
827.4,967.6,2.021308143747283,81.30407240725982,3864.4,1241.6,20,37.91
676.9,476.3,2.1178636429502973,110.17086815026808,5045.7,702.1,20,46.1
238.3,572.0,2.1485349224750037,122.1640485208665,5639.0,451.7,20,68.89
516.9,537.7,1.964463556006376,104.52198988769744,155.3,5691.1,25,9.61
702.0,994.4,2.029664903637154,123.06725428235036,385.6,4819.0,25,11.53
1090.5,1288.4,2.0819437762643096,96.88809644834083,783.6,3738.5,25,14.25
1252.9,1514.0,2.1759290682509778,137.12249822308362,1252.0,2882.1,25,23.42
1537.3,1028.4,2.4694744239965223,174.0038652644544,2423.6,1911.7,25,28.11
1103.5,1200.7,2.2000243442979275,120.02571435009418,2940.3,1656.5,25,32.81
779.4,630.4,1.9182819881176645,99.43374403419794,4201.6,1289.6,25,37.91
734.8,424.1,2.020845022460513,121.6402607546008,5097.9,644.2,25,46.1
314.4,438.6,2.2417251847558326,127.97152197254022,5772.4,375.6,25,68.89
348.5,607.4,1.8245054339950735,85.47188499347921,85.6,5859.5,30,9.61
878.9,863.2,2.042190117374294,127.81288213809596,516.8,4642.1,30,11.53
879.1,1439.5,1.9568887117809015,101.01070533328503,632.5,3949.9,30,14.25
1368.1,1375.0,1.8480282567743802,96.9801842906825,1391.0,2766.9,30,23.42
1330.9,1193.2,2.090919721779452,101.33707915229677,2258.8,2118.1,30,28.11
1161.5,955.7,2.1675504274742794,131.56906218917547,3185.3,1598.5,30,32.81
737.6,926.0,1.835299594261701,79.52542081980872,3906.0,1331.4,30,37.91
574.7,441.9,2.9709642805390524,247.04276718048112,5080.1,804.3,30,46.1
512.2,319.3,3.13281560643385,239.3712246815679,5891.7,177.8,30,68.89
379.7,561.2,1.7961904071873644,82.33311264671788,131.8,5828.3,35,9.61
817.6,913.3,1.6618489349369656,71.72698344986233,466.7,4703.4,35,11.53
1169.9,1342.8,1.6290662947398928,53.21291520033329,729.2,3659.1,35,14.25
1442.0,1192.0,1.8243825532531517,78.1299181133169,1574.0,2693.0,35,23.42
1322.5,1052.3,2.0105657875670198,104.95978247319229,2399.7,2126.5,35,28.11
944.5,875.5,1.9650983915374578,87.20716737211998,3265.5,1815.5,35,32.81
713.3,699.9,1.8886445442689468,97.73715203086509,4132.1,1355.7,35,37.91
507.2,470.7,1.7940192001159254,76.29463194500798,5051.3,871.8,35,46.1
424.2,158.4,1.8768371975076075,106.08729575170267,6052.6,265.8,35,68.89
425.1,563.5,1.8058972612664832,76.68759801188233,129.5,5782.9,40,9.61
843.1,922.7,1.7896136791769308,75.48862350166641,457.3,4677.9,40,11.53
1170.5,1301.7,1.7370651354876103,72.07553306296188,770.3,3658.5,40,14.25
1313.5,1393.8,2.0420355021011445,112.86614809447909,1372.2,2821.5,40,23.42
1255.2,1008.3,1.8348694392117086,83.5048898934937,2443.7,2193.8,40,28.11
1112.7,656.2,1.7143870453557455,64.86767935081872,3484.8,1647.3,40,32.81
862.9,622.8,2.131323069120417,108.19566146029561,4209.2,1206.1,40,37.91
501.7,507.1,2.3432513403854514,149.52111953448775,5014.9,877.3,40,46.1
278.5,356.5,1.8729182727140994,91.87923809303,5854.5,411.5,40,68.89
521.0,468.3,1.7162062019997102,69.97134240689756,224.7,5687.0,45,9.61
917.1,828.8,1.8157440950586872,82.63899843790753,551.2,4603.9,45,11.53
1230.5,1160.2,1.8106328068395885,87.25636033038691,911.8,3598.5,45,14.25
1270.5,1335.9,1.918971815678887,95.37034299992754,1430.1,2864.5,45,23.42
1282.1,1137.5,2.1529927546732357,136.3840618671207,2314.5,2166.9,45,28.11
915.3,856.6,1.891328140849152,91.80264895558615,3284.4,1844.7,45,32.81
826.3,799.6,2.0441466454137083,111.5904035342704,4032.4,1242.7,45,37.91
537.9,542.0,1.9208447326474425,97.96025063650195,4980.0,841.1,45,46.1
394.8,290.7,1.9818150992609767,120.67731492537314,5920.3,295.2,45,68.89
415.7,513.5,1.8868107520649182,88.15146122880742,179.5,5792.3,50,9.61
779.3,865.2,2.071664179104477,110.0176809632662,514.8,4741.7,50,11.53
1007.1,1263.8,2.009895739747863,126.28660633277786,808.2,3821.9,50,14.25
1464.7,1257.0,2.1839514563106794,126.03558319011738,1509.0,2670.3,50,23.42
1252.6,1204.2,1.9499048688595857,101.89206783328504,2247.8,2196.4,50,28.11
