FN,FP,MAE,MSE,TN,TP,sr,t
1119.3,460.0,14.676679176930879,7093.699080447761,230.0,5091.7,5,67.03
1395.4,987.7,29.013367048253876,15417.315002005507,394.3,4123.6,5,88.64
866.5,588.7,12.776595131140414,5750.272392060571,1481.3,3964.5,5,133.15
1049.2,857.2,25.980048833502394,13728.21467052456,1903.8,3090.8,5,150.72
1237.2,1339.7,24.573629618895815,11515.186501733082,2115.3,2208.8,5,190.94
1057.2,1386.6,31.96179988407477,37963.232982717,2755.4,1701.8,5,240.02
1058.5,1558.9,26.016236777278657,14111.168675933925,3280.1,1003.5,5,417.38
866.1,1273.6,23.717281408491523,11408.91362407912,4247.4,513.9,5,485.21
690.0,0.0,28.768862918417618,13439.40030139255,6211.0,0.0,5,580.87
567.2,491.4,17.90754093609622,13566.423467587307,198.6,5643.8,10,67.03
945.1,686.3,32.700310099985515,18854.183191105636,695.7,4573.9,10,88.64
692.8,1053.1,33.37554441385306,35851.55745726707,1016.9,4138.2,10,133.15
274.5,344.8,13.04648833502391,6320.5404924619625,2416.2,3865.5,10,150.72
812.1,689.7,12.741356904796408,6148.093330412984,2765.3,2633.9,10,190.94
695.6,1125.3,25.372346906245475,12711.702681191131,3016.7,2063.4,10,240.02
1019.5,999.5,19.63743486451239,9240.356887511956,3839.5,1042.5,10,417.38
874.1,1170.0,15.325347340965081,8001.797995777422,4351.0,505.9,10,485.21
467.3,515.8,18.74641370815824,8741.159817204754,5695.2,222.7,10,580.87
638.8,478.5,14.618023909578323,8048.166720795537,211.5,5572.2,15,67.03
766.5,800.8,13.686952180843358,6314.7411673887855,581.2,4752.5,15,88.64
649.2,509.5,13.134686712070714,6861.942767542385,1560.5,4181.8,15,133.15
261.1,473.6,13.301335748442252,7041.775200069556,2287.4,3878.9,15,150.72
694.3,589.1,17.68357223590784,10534.168431818576,2865.9,2751.7,15,190.94
687.0,774.1,13.687082741631647,6256.4480562556155,3367.9,2072.0,15,240.02
899.7,908.3,12.758073322706855,6234.016653496595,3930.7,1162.3,15,417.38
715.5,1012.7,20.778165773076363,10295.844186567165,4508.3,664.5,15,485.21
586.8,486.4,19.414835096362847,8766.66098032894,5724.6,103.2,15,580.87
577.6,418.8,14.265505144182004,7022.342470678162,271.2,5633.4,20,67.03
792.7,690.0,17.805071873641502,7399.116221609911,692.0,4726.3,20,88.64
576.0,680.7,13.256999203014056,7187.886570312636,1389.3,4255.0,20,133.15
197.2,168.6,15.423147152586584,7971.732108060064,2592.4,3942.8,20,150.72
266.8,565.6,12.732189972467758,6020.702575709319,2889.4,3179.2,20,190.94
638.9,736.4,14.047777133748733,6855.887720504275,3405.6,2120.1,20,240.02
994.2,710.0,12.388728300246338,5252.375979466745,4129.0,1067.8,20,417.38
909.0,724.8,12.078276674878037,4605.026443573073,4796.2,471.0,20,485.21
451.4,610.3,13.640101796841037,6948.473279032386,5600.7,238.6,20,580.87
650.5,444.1,18.937655448485728,20336.396463863843,245.9,5560.5,25,67.03
658.5,820.9,14.843952760469497,7148.543821472573,561.1,4860.5,25,88.64
619.0,523.2,14.649070931749023,8584.952070163385,1546.8,4212.0,25,133.15
187.1,155.1,12.948913200985364,5257.235053210405,2605.9,3952.9,25,150.72
500.2,518.2,15.33811302709752,8833.02678891465,2936.8,2945.8,25,190.94
824.6,657.6,12.970763101965897,5814.613692604091,3484.4,1934.4,25,240.02
817.3,848.8,14.023374076220838,8175.847123982154,3990.2,1244.7,25,417.38
845.1,551.3,15.634039414577597,8228.670908359658,4969.7,534.9,25,485.21
502.2,471.7,14.002503187943779,6792.874124323879,5739.3,187.8,25,580.87
647.5,421.1,14.153746413563251,7640.11797773656,268.9,5563.5,30,67.03
688.9,780.7,14.184340361300295,6594.075432811709,601.3,4830.1,30,88.64
603.2,494.3,13.434394121624885,7377.290492586541,1575.7,4227.8,30,133.15
214.2,191.6,13.092084871757717,6238.855751168773,2569.4,3925.8,30,150.72
316.6,477.6,13.233037458339371,6034.812212515215,2977.4,3129.4,30,190.94
704.8,785.2,13.315224315316623,7827.8171952861885,3356.8,2054.2,30,240.02
892.1,781.1,25.409263517364632,22585.884588799465,4057.9,1169.9,30,417.38
863.9,698.2,13.247055854224026,6623.332513718364,4822.8,516.1,30,485.21
491.3,519.6,14.890276191856254,7681.196174035647,5691.4,198.7,30,580.87
