FN,FP,MAE,MSE,TN,TP,sr,t
0.0,754.0,0.6018886151765444,11.612115796422417,0.0,6147.0,5,3.0
0.0,1764.0,0.8732463894121626,11.86234014394049,0.0,5137.0,5,3.6666666666666665
0.0,2078.0,0.6341496401487706,10.141772432336698,0.0,4823.0,5,4.0
0.0,2767.0,0.5726735255760034,10.646498832697358,0.0,4134.0,5,6.666666666666668
1025.1,2438.8,0.5821929189006424,10.891059975204882,1045.2,2391.9,5,8.0
1630.8,1673.2,0.755878858136502,10.963686808675071,2509.8,1087.2,5,9.0
1815.3,488.4,0.5859865719943969,10.021634481315107,4395.6,201.7,5,10.666666666666666
954.1,1661.4,0.5988735931990533,10.34707729958621,3876.6,408.9,5,12.666666666666664
689.0,0.0,0.5798773124667922,10.674044019385274,6212.0,0.0,5,19.0
0.0,754.0,1.302327198956673,20.079378254359266,0.0,6147.0,10,3.0
0.0,1764.0,0.5964222576438197,9.831499927546734,0.0,5137.0,10,3.6666666666666665
0.0,2078.0,0.8399695696275902,11.396508541435217,0.0,4823.0,10,4.0
0.0,2767.0,0.5573158479447423,9.204528506335636,0.0,4134.0,10,6.666666666666668
0.0,3484.0,0.7579751726802878,10.953475084126296,0.0,3417.0,10,8.0
1087.2,2509.8,0.5901705066898517,10.181292823906357,1673.2,1630.8,10,9.0
1008.0,2442.5,0.7726382649857508,10.533248144391312,2442.5,1008.0,10,10.666666666666666
1363.0,0.0,0.6160648215234507,9.606490347614677,5538.0,0.0,10,12.666666666666664
689.0,0.0,0.5894392117084482,10.240018419230706,6212.0,0.0,10,19.0
0.0,754.0,0.5957403918916743,10.135439122259971,0.0,6147.0,15,3.0
0.0,1764.0,0.6086525302291134,9.585837443490922,0.0,5137.0,15,3.6666666666666665
0.0,2078.0,0.6271451802476292,9.950799859029198,0.0,4823.0,15,4.0
0.0,2767.0,0.7211437955851807,10.188406575536556,0.0,4134.0,15,6.666666666666668
0.0,3484.0,0.6517879856381523,10.401792726407518,0.0,3417.0,15,8.0
1359.0,2091.5,0.655880790223639,10.3916646540759,2091.5,1359.0,15,9.0
1411.9,1465.2,0.6193646653464071,9.987658285344224,3418.8,605.1,15,10.666666666666666
1090.4,1107.6,0.7887987248224895,10.88719631615386,4430.4,272.6,15,12.666666666666664
689.0,0.0,0.568180134924085,10.31658016998789,6212.0,0.0,15,19.0
0.0,754.0,0.6000115925228229,10.05667078845256,0.0,6147.0,20,3.0
0.0,1764.0,0.5766338211853355,9.59628892753063,0.0,5137.0,20,3.6666666666666665
0.0,2078.0,0.5897053567115876,10.938469770886666,0.0,4823.0,20,4.0
501.9,2359.8,0.6119325701589143,10.562578949910641,407.2,3632.1,20,6.666666666666668
782.4,2593.7,0.9147659759455153,13.747030221062975,890.3,2634.6,20,8.0
1181.8,1876.6,0.6006525624305656,9.637694778534513,2306.4,1536.2,20,9.0
