FN,FP,MAE,MSE,TN,TP,sr,t
0.0,693.0,2.0752186639617447,133.54299478046659,0.0,6208.0,5,9.61
0.0,1380.0,2.5127638023474863,182.7607871482394,0.0,5521.0,5,11.53
0.0,2072.0,2.362830314447182,168.6454000231851,0.0,4829.0,5,14.25
0.0,2766.0,2.113620634690625,122.98578244022603,0.0,4135.0,5,23.42
3449.0,0.0,2.2246594696420807,160.0967849862339,3452.0,0.0,5,28.11
2760.0,0.0,2.1171266483118383,140.93503095058685,4141.0,0.0,5,32.81
2069.0,0.0,2.3342603970439066,162.98670896826548,4832.0,0.0,5,37.91
1379.0,0.0,2.0884009563831327,132.0716692117084,5522.0,0.0,5,46.1
690.0,0.0,2.1274903637154035,128.90378814229823,6211.0,0.0,5,68.89
0.0,693.0,2.1332320678162584,141.5377619058832,0.0,6208.0,10,9.61
0.0,1380.0,2.139913056078829,140.15374290102886,0.0,5521.0,10,11.53
0.0,2072.0,2.0773603100999853,122.64452756593248,0.0,4829.0,10,14.25
0.0,2766.0,2.16846188958122,126.30705200007245,0.0,4135.0,10,23.42
2414.3,1035.6,2.1625844805100707,147.88135288979862,2416.4,1034.7,10,28.11
2760.0,0.0,2.108579118968265,131.84763189863787,4141.0,0.0,10,32.81
2069.0,0.0,2.1160360817272865,132.15445053615417,4832.0,0.0,10,37.91
1379.0,0.0,2.1730271699753656,150.6270595931749,5522.0,0.0,10,46.1
690.0,0.0,2.2160281118678453,123.51146543109694,6211.0,0.0,10,68.89
0.0,693.0,2.359320678162585,169.4980685639762,0.0,6208.0,15,9.61
0.0,1380.0,2.188467758295899,137.12919979713087,0.0,5521.0,15,11.53
0.0,2072.0,2.2970181133169105,125.60082663092305,0.0,4829.0,15,14.25
0.0,2766.0,2.1344493551659176,139.69556858861034,0.0,4135.0,15,23.42
3449.0,0.0,2.037317635125344,122.42636313432834,3452.0,0.0,15,28.11
2760.0,0.0,2.116308071294015,127.31237291117232,4141.0,0.0,15,32.81
2069.0,0.0,2.396653238661064,168.87830007824954,4832.0,0.0,15,37.91
1379.0,0.0,2.0647094623967543,129.35849674539924,5522.0,0.0,15,46.1
690.0,0.0,2.3322073612519927,170.96861172438778,6211.0,0.0,15,68.89
0.0,693.0,2.4388537168526296,174.3448193004637,0.0,6208.0,20,9.61
0.0,1380.0,2.376507390233299,130.74663047275754,0.0,5521.0,20,11.53
0.0,2072.0,2.183914142877844,148.33666359839154,0.0,4829.0,20,14.25
1400.1,1652.9,2.219836472974931,134.1163472956818,1113.1,2734.9,20,23.42
1337.4,1619.8,2.1728590059411683,118.56305441747573,1832.2,2111.6,20,28.11
1511.9,1088.2,2.1753563251702652,145.73389980582525,3052.8,1248.1,20,32.81
1653.9,744.7,1.9789479061005655,124.42463053651645,4087.3,415.1,20,37.91
1379.0,0.0,2.1091883060426024,132.80890844986234,5522.0,0.0,20,46.1
690.0,0.0,2.0782064918127814,126.27591822779307,6211.0,0.0,20,68.89
0.0,693.0,2.315383495145631,159.23720884835532,0.0,6208.0,25,9.61
223.8,1292.4,2.244135487610491,144.07154582162005,87.6,5297.2,25,11.53
966.4,1530.2,2.0453753079263874,126.93012817127953,541.8,3862.6,25,14.25
1659.0,1343.4,2.136808288653818,131.7051406491813,1422.6,2476.0,25,23.42
1184.9,1574.1,1.9023896536733809,112.14913913490798,1877.9,2264.1,25,28.11
743.8,1804.2,2.0368949427619185,119.97312499420373,2336.8,2016.2,25,32.81
1791.4,501.6,2.041910230401391,120.39259736596145,4330.4,277.6,25,37.91
1379.0,0.0,2.2105387624981887,150.43188558469785,5522.0,0.0,25,46.1
690.0,0.0,2.0536306332415593,117.55693045862918,6211.0,0.0,25,68.89
0.0,693.0,2.1712778582814085,139.60307463882046,0.0,6208.0,30,9.61
0.0,1380.0,2.088543761773656,119.78263327524996,0.0,5521.0,30,11.53
1147.4,1386.9,2.145942906825098,137.1119885987538,685.1,3681.6,30,14.25
1579.1,1326.1,2.0675815823793653,132.96163507716273,1439.9,2555.9,30,23.42
1254.6,1540.6,1.9321528763947253,118.33101886393274,1911.4,2194.4,30,28.11
1045.7,1623.3,2.399181567888712,170.15424122301116,2517.7,1714.3,30,32.81
515.1,1818.8,2.0139221851905527,123.64322905520939,3013.2,1553.9,30,37.91
1379.0,0.0,1.976957252572091,124.84911129981163,5522.0,0.0,30,46.1
690.0,0.0,2.143376539631937,136.9296823377047,6211.0,0.0,30,68.89
0.0,693.0,2.139853354586292,139.70747916533838,0.0,6208.0,35,9.61
204.6,1293.6,1.9976735980292708,123.87674000688305,86.4,5316.4,35,11.53
1040.2,1470.7,1.9834770323141573,120.11303963918272,601.3,3788.8,35,14.25
1711.8,1382.4,1.9584992754673238,116.5568679941313,1383.6,2423.2,35,23.42
1195.3,1328.2,1.9439213157513404,115.33477690841907,2123.8,2253.7,35,28.11
964.5,1413.3,1.9053284306622227,111.76028440189828,2727.7,1795.5,35,32.81
1724.2,509.7,2.224029488479931,156.0640380941168,4322.3,344.8,35,37.91
1379.0,0.0,1.9686310679611647,109.96410537748152,5522.0,0.0,35,46.1
690.0,0.0,2.2544179104477613,144.83552898855243,6211.0,0.0,35,68.89
0.0,693.0,2.1686338211853355,130.19825457832198,0.0,6208.0,40,9.61
290.8,1220.1,2.2882136646862774,137.8539569471816,159.9,5230.2,40,11.53
828.1,1556.7,2.0280612230111577,126.96094480618751,515.3,4000.9,40,14.25
1369.7,1550.7,2.20194776119403,147.24278768765396,1215.3,2765.3,40,23.42
1481.6,1167.1,1.9968003187943775,119.95853668019126,2284.9,1967.4,40,28.11
1514.7,888.2,2.1182845239820316,137.7127456749022,3252.8,1245.3,40,32.81
1204.4,1084.6,2.1709246486016522,124.76802778293002,3747.4,864.6,40,37.91
1131.2,313.0,2.054772062019997,133.7285734509491,5209.0,247.8,40,46.1
690.0,0.0,2.0109008839298657,120.10125470294159,6211.0,0.0,40,68.89
