FN,FP,MAE,MSE,TN,TP,sr,t
961.2,469.3,13.902596000579624,7305.902144560209,220.7,5249.8,5,67.03
1070.3,1013.2,15.841023329952183,9766.054763434284,368.8,4448.7,5,88.64
1726.3,660.1,26.199053760324592,13582.919945949863,1409.9,3104.7,5,133.15
800.9,1028.9,12.518247935081872,6560.671128304593,1732.1,3339.1,5,150.72
550.2,978.6,27.25690465149978,13685.04774289958,2476.4,2895.8,5,190.94
1311.7,1450.1,18.6623884944211,8866.66436078974,2691.9,1447.3,5,240.02
1440.4,1230.8,27.013918127807564,15327.497109730475,3608.2,621.6,5,417.38
981.7,950.8,19.94993522677873,8737.739451686713,4570.2,398.3,5,485.21
690.0,0.0,25.934992319953626,15128.244766057094,6211.0,0.0,5,580.87
749.8,495.1,27.397544413853062,14878.155737614838,194.9,5461.2,10,67.03
867.7,761.0,17.87645660049268,9439.819707530794,621.0,4651.3,10,88.64
831.0,685.6,14.619207506158528,5892.141867803218,1384.4,4000.0,10,133.15
426.4,344.2,14.208380524561656,6170.489303376323,2416.8,3713.6,10,150.72
318.6,672.5,13.831454281988119,5612.257711624403,2782.5,3127.4,10,190.94
1095.6,872.5,20.85542718446602,9601.172460894073,3269.5,1663.4,10,240.02
882.6,1109.5,13.54129589914505,7070.675277233735,3729.5,1179.4,10,417.38
898.4,845.7,13.327219678307491,5974.735935042748,4675.3,481.6,10,485.21
486.7,650.6,21.68215983190842,10688.427830382552,5560.4,203.3,10,580.87
791.7,411.3,14.048182147514854,7242.065454523983,278.7,5419.3,15,67.03
601.5,839.0,13.698198087233735,7343.2553510781045,543.0,4917.5,15,88.64
523.3,834.0,17.295982321402693,7743.264234461672,1236.0,4307.7,15,133.15
214.2,249.3,13.1339802927112,6014.7045869236335,2511.7,3925.8,15,150.72
423.0,444.3,13.264351253441532,6722.202042361978,3010.7,3023.0,15,190.94
485.7,914.2,19.26804390668019,9336.213770127517,3227.8,2273.3,15,240.02
1194.1,811.6,16.642728590059413,9180.914953172005,4027.4,867.9,15,417.38
815.9,853.7,12.799610201420084,5641.201600110128,4667.3,564.1,15,485.21
524.1,346.4,15.774392261991016,10219.96143582524,5864.6,165.9,15,580.87
534.4,477.6,16.583849442109837,8427.245530625998,212.4,5676.6,20,67.03
818.9,702.0,14.811438921895377,8097.395235536877,680.0,4700.1,20,88.64
562.9,536.8,14.660679466743948,7753.845940250688,1533.2,4268.1,20,133.15
192.6,283.8,15.577642660483988,8266.922854484856,2477.2,3947.4,20,150.72
