FN,FP,MAE,MSE,TN,TP,sr,t
1359.1,529.9,245.76943772830145,860561.9805987679,160.1,4851.9,5,466.56000000000006
1568.4,887.3,142.110066992855,435219.8787232484,493.7,3951.6,5,552.8416666666667
1457.8,1298.1,99.02439495487803,312715.67217751354,771.9,3373.2,5,634.676923076923
1267.0,1764.5,99.37805245038483,240329.89451027,995.5,2874.0,5,1058.9727272727273
1750.1,1477.2,84.98755826892959,223135.81652485504,1973.5,1700.2,5,1244.48
1391.7,1139.3,91.41062070461103,229422.18172764435,3001.7,1368.3,5,1423.639285714286
1175.0,1211.5,97.1887218578914,252050.47092124145,3619.5,895.0,5,1656.5029411764706
724.1,1003.1,110.10721810396028,258850.63603257583,4517.9,655.9,5,2001.9504273504278
690.0,0.0,86.2577466202998,245705.45153129078,6211.0,0.0,5,2946.427222222222
681.4,560.8,75.3290244053564,136005.9491755635,129.2,5529.6,10,466.56000000000006
1058.6,948.3,97.09679728591819,264127.76729861496,432.7,4461.4,10,552.8416666666667
1460.2,1167.1,122.5514549909085,338989.59979512426,902.9,3370.8,10,634.676923076923
1499.7,1320.3,91.55429749520378,241529.90186119344,1439.7,2641.3,10,1058.9727272727273
1687.8,1128.5,91.73797031455278,239150.03557713763,2322.5,1762.2,10,1244.48
1121.1,1096.0,98.01401626811456,216907.71952690106,3045.0,1638.9,10,1423.639285714286
1183.6,991.3,101.66044051601774,290341.1364688822,3839.7,886.4,10,1656.5029411764706
695.6,495.1,95.42817667162485,215019.4238076013,5025.9,684.4,10,2001.9504273504278
299.7,680.6,127.30307887392965,490188.9042776651,5530.4,390.3,10,2946.427222222222
696.7,501.5,91.12061985305724,215607.898083594,188.5,5514.3,15,466.56000000000006
828.6,975.7,99.18908556248468,210252.9643927162,405.3,4691.4,15,552.8416666666667
1244.5,1266.4,85.24161262016204,226711.2322026027,803.6,3586.5,15,634.676923076923
1382.6,1432.8,94.21133914898437,179781.0693622401,1327.2,2758.4,15,1058.9727272727273
1485.4,1231.2,98.23562184566369,267398.8700731127,2219.3,1965.1,15,1244.48
1207.9,1253.5,89.13924578749547,207728.18491466224,2887.5,1552.1,15,1423.639285714286
989.3,551.7,92.67444684970012,265405.0298597997,4279.3,1080.7,15,1656.5029411764706
588.0,708.9,93.5675561142086,237170.95173414596,4812.1,792.0,15,2001.9504273504278
473.2,500.5,109.84385007415437,298727.5120968524,5710.5,216.8,15,2946.427222222222
652.2,540.6,100.24620046325636,312415.62171851716,149.4,5558.8,20,466.56000000000006
1039.8,948.1,86.34839956600615,223802.29808718013,432.9,4480.2,20,552.8416666666667
1434.1,1208.8,75.08891703164335,128861.58487061053,861.2,3396.9,20,634.676923076923
1461.6,1356.8,95.73826594889407,266483.69442020037,1403.2,2679.4,20,1058.9727272727273
1216.7,1251.0,106.79499043058964,322451.7606320232,2200.0,2233.3,20,1244.48
1120.3,1038.5,98.39958861540461,322820.2176098859,3102.5,1639.7,20,1423.639285714286
898.9,846.5,74.92562159052082,141345.41300193686,3984.5,1171.1,20,1656.5029411764706
509.5,573.8,95.80177794550852,263640.5595471962,4947.2,870.5,20,2001.9504273504278
388.9,395.5,76.2557855884821,144470.05622957036,5815.5,301.1,20,2946.427222222222
685.3,539.6,81.87094400735367,170930.32834628833,150.4,5525.7,25,466.56000000000006
1246.8,841.8,85.86732133259798,164759.65386265234,539.2,4273.2,25,552.8416666666667
1201.9,1257.9,80.95192930331662,149268.72107519806,812.1,3629.1,25,634.676923076923
1416.4,1386.6,86.64090450203942,172760.59064105197,1373.4,2724.6,25,1058.9727272727273
1256.8,1250.2,96.32864556374177,273466.3102385024,2200.3,2193.7,25,1244.48
1050.6,1157.2,77.84803540790264,148111.33220408802,2983.8,1709.4,25,1423.639285714286
1012.2,781.2,100.70875229103741,211079.20329532944,4049.8,1057.8,25,1656.5029411764706
546.9,624.9,83.84576413683541,165482.6367496873,4896.1,833.1,25,2001.9504273504278
415.3,254.9,89.00003837648794,202746.97142946653,5956.1,274.7,25,2946.427222222222
