FN,FP,MSE,TN,TP,sr,t
0.0,3.0,24493.5,0.0,17.0,2,960
0.0,5.0,46372.5,0.0,15.0,2,1020
5.6,3.6,44725.5,2.4,8.4,2,1080
4.8,4.8,24619.5,3.2,7.2,2,1140
0.0,11.0,22513.5,0.0,9.0,2,1230
2.4,8.4,30928.5,3.6,5.6,2,1320
5.4,1.4,41278.5,12.6,0.6,2,1770
4.0,0.0,22707.0,16.0,0.0,2,1980
2.0,0.0,21298.5,18.0,0.0,2,2160
0.0,3.0,50487.75,0.0,17.0,11,960
1.0,4.6,5059.836734693878,0.4,14.0,11,1020
2.0,4.4,16623.97,1.6,12.0,11,1080
2.6,2.5,10297.619999999999,5.5,9.4,11,1140
3.1,3.1,25013.44,7.9,5.9,11,1230
1.4,3.4,14561.02,8.6,6.6,11,1320
3.2,2.4,12951.16,11.6,2.8,11,1770
4.0,0.0,11831.808673469388,16.0,0.0,11,1980
2.0,0.0,10592.82206632653,18.0,0.0,11,2160
1.8,1.6,37826.125,1.4,15.2,20,960
0.6,2.0,1593.28125,3.0,14.4,20,1020
0.9,2.0,1973.082857142857,4.0,13.1,20,1080
1.1,2.4,8902.125,5.6,10.9,20,1140
1.8,2.2,10046.295918367347,8.8,7.2,20,1230
0.8,1.5,4871.25,10.5,7.2,20,1320
2.9,1.7,12029.0625,12.3,3.1,20,1770
2.0,1.4,2176.4587500000002,14.6,2.0,20,1980
1.7,0.6,3332.2745663265305,17.4,0.3,20,2160
0.6,2.0,4711.88875,1.0,16.4,29,960
0.6,2.1,4574.413239795918,2.9,14.4,29,1020
0.8,1.6,12630.5775,4.4,13.2,29,1080
0.9,2.5,2197.4140625,5.5,11.1,29,1140
1.2,2.4,18625.21875,8.6,7.8,29,1230
0.9,0.9,1578.3577806122446,11.1,7.1,29,1320
0.4,1.0,2552.877780612245,13.0,5.6,29,1770
0.5,1.6,1598.9237755102042,14.4,3.5,29,1980
1.2,0.8,4012.875,17.2,0.8,29,2160
0.3,1.6,3495.053341836735,1.4,16.7,38,960
0.4,1.1,3454.3432653061222,3.9,14.6,38,1020
0.4,1.6,1443.84375,4.4,13.6,38,1080
1.8,2.8,2473.7512500000003,5.2,10.2,38,1140
1.8,2.0,2060.44125,9.0,7.2,38,1230
1.6,0.6,1982.73375,11.4,6.4,38,1320
0.3,1.1,3628.902627551021,12.9,5.7,38,1770
0.9,0.8,2621.168775510205,15.2,3.1,38,1980
0.7,1.4,2250.0276530612246,16.6,1.3,38,2160
0.8,1.2,4048.7875255102044,1.8,16.2,47,960
0.2,0.9,2788.9357397959184,4.1,14.8,47,1020
1.4,1.6,1518.825306122449,4.4,12.6,47,1080
0.9,2.4,1528.34,5.6,11.1,47,1140
1.1,1.3,1734.4052806122447,9.7,7.9,47,1230
1.0,0.5,2667.06875,11.5,7.0,47,1320
0.1,0.5,4035.9330102040817,13.5,5.9,47,1770
0.9,1.1,1378.4349489795918,14.9,3.1,47,1980
0.8,1.8,1636.1196938775508,16.2,1.2,47,2160
0.5,0.7,1767.9547193877552,2.3,16.5,56,960
0.2,1.2,1428.3991836734695,3.8,14.8,56,1020
0.8,1.6,2285.924005102041,4.4,13.2,56,1080
1.4,1.8,3119.71931122449,6.2,10.6,56,1140
0.7,1.8,2014.56125,9.2,8.3,56,1230
0.1,0.6,1264.190051020408,11.4,7.9,56,1320
0.2,0.5,2367.363239795918,13.5,5.8,56,1770
0.7,2.0,943.2418367346938,14.0,3.3,56,1980
0.4,1.1,1247.76,16.9,1.6,56,2160
0.2,1.2,748.70125,1.8,16.8,65,960
0.6,1.5,1307.2480357142858,3.5,14.4,65,1020
0.7,1.4,2206.9967602040815,4.6,13.3,65,1080
1.5,2.3,1619.7267091836734,5.7,10.5,65,1140
1.0,2.7,2056.2110459183673,8.3,8.0,65,1230
1.0,0.3,1539.7492091836734,11.7,7.0,65,1320
0.4,0.9,2126.094030612245,13.1,5.6,65,1770
0.6,1.3,3631.5550000000003,14.7,3.4,65,1980
0.3,0.8,1366.1045408163268,17.2,1.7,65,2160
0.3,1.1,1258.5319897959184,1.9,16.7,74,960
0.7,1.9,1648.7441581632654,3.1,14.3,74,1020
0.5,1.2,1593.57375,4.8,13.5,74,1080
1.5,1.8,1053.9720918367345,6.2,10.5,74,1140
1.1,1.6,1498.6942857142858,9.4,7.9,74,1230
0.9,0.8,2663.505637755102,11.2,7.1,74,1320
0.2,0.5,1603.5553125000001,13.5,5.8,74,1770
0.6,1.5,2117.96375,14.5,3.4,74,1980
0.8,0.3,953.9829591836733,17.7,1.2,74,2160
0.5,1.1,945.7737755102047,1.9,16.5,83,960
0.1,1.4,791.9934948979592,3.6,14.9,83,1020
1.2,0.9,557.6360969387755,5.1,12.8,83,1080
2.2,2.1,1352.3125,5.9,9.8,83,1140
1.1,1.5,792.1859693877552,9.5,7.9,83,1230
0.8,0.4,1135.0441836734694,11.6,7.2,83,1320
0.4,0.7,1807.4655102040815,13.3,5.6,83,1770
0.7,0.4,2031.7388520408167,15.6,3.3,83,1980
0.7,1.0,1970.5020663265307,17.0,1.3,83,2160
0.2,1.4,1443.9612308673468,1.6,16.8,92,960
0.9,1.5,1510.147831632653,3.5,14.1,92,1020
0.6,1.3,982.624362244898,4.7,13.4,92,1080
1.2,1.3,982.3151020408166,6.7,10.8,92,1140
0.9,1.3,1207.8953826530612,9.7,8.1,92,1230
1.7,0.5,1173.9134693877556,11.5,6.3,92,1320
0.2,0.2,1538.1110204081633,13.8,5.8,92,1770
0.5,1.2,803.7812755102037,14.8,3.5,92,1980
0.4,0.3,2133.414132653061,17.7,1.6,92,2160
0.2,1.5,780.3512499999999,1.5,16.8,101,960
0.4,1.6,1528.4975,3.4,14.6,101,1020
0.6,1.2,1863.3048781179139,4.8,13.4,101,1080
1.1,2.1,2789.102168367347,5.9,10.9,101,1140
1.3,1.9,2486.9233163265303,9.1,7.7,101,1230
