FN,FP,MSE,TN,TP,sr
35.8,5.0,0.007562133512509913,372.0,0.2,101
17.1,6.2,0.0029358089719905933,370.8,18.9,201
9.1,6.8,0.002454716824724257,370.2,26.9,301
5.8,9.1,0.0016832963411353243,367.9,30.2,401
6.5,7.1,0.0017029086877535164,369.9,29.5,501
6.6,5.9,0.001607109950955617,371.1,29.4,601
5.3,8.8,0.0027339604404647143,368.2,30.7,701
7.0,6.9,0.0016681290850778768,370.1,29.0,801
6.2,4.2,0.0019466399116820766,372.8,29.8,901
6.3,7.3,0.001390157931024829,369.7,29.7,1001
7.3,6.5,0.0016437268023263897,370.5,28.7,1101
9.0,4.8,0.0015007299472705256,372.2,27.0,1201
6.5,6.4,0.002380032613318818,370.6,29.5,1301
6.4,5.4,0.0009397309063007613,371.6,29.6,1401
8.0,4.9,0.002671316451515502,372.1,28.0,1501
7.7,4.5,0.0011264763547963422,372.5,28.3,1601
8.4,3.8,0.0008705415932111996,373.2,27.6,1701
7.1,6.3,0.0019368608826353345,370.7,28.9,1801
6.8,4.3,0.001802532566707807,372.7,29.2,1901
6.4,5.0,0.0012884997161210008,372.0,29.6,2001
5.6,4.5,0.0012692208688457514,372.5,30.4,2101
6.7,5.6,0.00143876183433287,371.4,29.3,2201
6.9,4.5,0.001502967589180126,372.5,29.1,2301
5.6,4.4,0.001970758369146485,372.6,30.4,2401
6.3,4.6,0.0008638670223444665,372.4,29.7,2501
5.6,3.9,0.0014751671654897633,373.1,30.4,2601
6.7,4.4,0.0014776116758432691,372.6,29.3,2701
5.5,4.1,0.0009469812433070366,372.9,30.5,2801
4.8,5.7,0.0020629214412986206,371.3,31.2,2901
5.3,4.5,0.0008922410041714469,372.5,30.7,3001
5.0,5.3,0.001736915995922552,371.7,31.0,3101
4.5,4.0,0.001193177673779779,373.0,31.5,3201
4.4,5.0,0.001192599191725703,372.8,30.8,3301
5.8,4.1,0.0013479218723201022,372.9,30.2,3401
4.7,5.6,0.0011997550759946614,371.4,31.3,3501
4.6,4.0,0.0011453512775969012,374.0,30.4,3601
4.8,3.9,0.0013737535702932236,373.1,31.2,3701
