FN,FP,TN,TP,sr
13.8,9.0,368.0,22.2,101
12.0,7.4,369.6,24.0,201
10.3,7.5,369.5,25.7,301
9.9,5.8,371.2,26.1,401
8.6,7.7,369.3,27.4,501
8.0,8.4,368.6,28.0,601
8.0,6.9,370.1,28.0,701
9.4,6.2,370.8,26.6,801
7.6,6.5,370.5,28.4,901
7.6,6.6,370.4,28.4,1001
8.6,5.1,371.9,27.4,1101
8.0,5.2,371.8,28.0,1201
9.6,5.9,371.1,26.4,1301
7.7,7.6,369.4,28.3,1401
9.2,6.8,370.2,26.8,1501
6.0,6.6,370.4,30.0,1601
7.6,5.5,371.5,28.4,1701
6.0,6.2,370.8,30.0,1801
7.0,5.5,371.5,29.0,1901
6.0,4.5,372.5,30.0,2001
6.4,5.4,371.6,29.6,2101
6.3,5.0,372.0,29.7,2201
7.1,5.0,372.0,28.9,2301
6.0,4.4,372.6,30.0,2401
7.0,4.8,372.2,29.0,2501
6.0,6.0,371.0,30.0,2601
6.4,3.1,373.9,29.6,2701
5.6,4.3,372.7,30.4,2801
4.8,4.3,372.7,31.2,2901
5.8,4.8,372.2,30.2,3001
7.1,5.2,371.8,28.9,3101
7.5,5.7,371.3,28.5,3201
4.0,4.3,373.2,31.5,3301
5.7,4.5,372.5,30.3,3401
4.9,4.4,372.6,31.1,3501
3.6,4.3,373.7,31.4,3601
4.9,5.2,371.8,31.1,3701
