FN,FP,MSE,TN,TP,sr
33.3,1.8,0.006170284472747937,375.2,2.7,101
14.2,8.0,0.0030141616440976997,369.0,21.8,201
7.6,10.8,0.0030773785633564175,366.2,28.4,301
10.5,5.7,0.0023063280455419455,371.3,25.5,401
7.6,9.3,0.0019212055852225324,367.7,28.4,501
8.2,7.4,0.0024371500210818116,369.6,27.8,601
7.7,7.3,0.002184947052463537,369.7,28.3,701
9.2,5.4,0.0020951652922437175,371.6,26.8,801
6.8,8.1,0.0015393663717142088,368.9,29.2,901
7.6,5.9,0.001910668782000979,371.1,28.4,1001
8.0,6.0,0.00142050273192239,371.0,28.0,1101
7.4,5.3,0.0018240991727956994,371.7,28.6,1201
7.1,5.8,0.0020944195334560043,371.2,28.9,1301
8.0,5.7,0.0019295749005982968,371.3,28.0,1401
6.4,4.8,0.0006542616233761448,372.2,29.6,1501
7.0,5.7,0.0012463313382427386,371.3,29.0,1601
6.5,5.6,0.0011614633138862971,371.4,29.5,1701
6.7,5.1,0.0012103646842031809,371.9,29.3,1801
7.6,4.8,0.002397309819255315,372.2,28.4,1901
6.9,6.0,0.001319206930309768,371.0,29.1,2001
6.8,4.7,0.0020193232628598788,372.3,29.2,2101
7.4,4.7,0.001797110253219865,372.3,28.6,2201
5.9,4.2,0.0016672927446098646,372.8,30.1,2301
5.4,4.8,0.0010891878463107428,372.2,30.6,2401
6.0,3.9,0.001041839083404802,373.1,30.0,2501
5.3,4.6,0.0010958879546506916,372.4,30.7,2601
6.7,3.8,0.0008498879044100676,373.2,29.3,2701
6.0,4.4,0.0014578103474952799,372.6,30.0,2801
6.0,4.2,0.0015816851905700688,372.8,30.0,2901
4.7,6.0,0.001165405171817775,371.0,31.3,3001
5.6,4.2,0.001463354372034307,372.8,30.4,3101
6.0,4.3,0.0013695989267824113,372.7,30.0,3201
5.0,3.6,0.0012765657599977224,374.0,30.4,3301
6.2,4.4,0.0014461885087518073,372.6,29.8,3401
5.0,4.6,0.0012463692410536581,372.4,31.0,3501
3.6,5.5,0.001176411526895535,372.5,31.4,3601
6.7,5.8,0.0012679277232115931,371.2,29.3,3701
