FN,FP,TN,TP,sr
13.1,8.7,368.3,22.9,101
10.1,9.9,367.1,25.9,201
9.3,8.6,368.4,26.7,301
8.3,7.8,369.2,27.7,401
8.5,7.3,369.7,27.5,501
8.5,9.5,367.5,27.5,601
9.4,7.5,369.5,26.6,701
6.8,8.4,368.6,29.2,801
7.1,7.4,369.6,28.9,901
8.6,5.8,371.2,27.4,1001
6.8,6.9,370.1,29.2,1101
5.8,6.6,370.4,30.2,1201
8.1,5.7,371.3,27.9,1301
6.4,7.1,369.9,29.6,1401
7.0,5.9,371.1,29.0,1501
8.2,5.7,371.3,27.8,1601
5.9,7.1,369.9,30.1,1701
6.9,5.7,371.3,29.1,1801
6.1,5.9,371.1,29.9,1901
7.3,5.1,371.9,28.7,2001
5.8,6.2,370.8,30.2,2101
5.5,6.0,371.0,30.5,2201
5.9,5.2,371.8,30.1,2301
5.6,5.1,371.9,30.4,2401
5.8,4.3,372.7,30.2,2501
6.4,3.7,373.3,29.6,2601
4.8,4.9,372.1,31.2,2701
5.8,5.7,371.3,30.2,2801
6.0,3.9,373.1,30.0,2901
4.8,4.5,372.5,31.2,3001
5.1,4.6,372.4,30.9,3101
5.4,4.3,372.7,30.6,3201
5.8,3.7,374.0,29.5,3301
4.4,4.8,372.2,31.6,3401
3.9,5.0,372.0,32.1,3501
3.4,3.7,374.3,31.6,3601
5.6,4.9,372.1,30.4,3701
