FN,FP,TN,TP,sr
18.2,15.9,361.1,17.8,101
11.1,6.7,370.3,24.9,201
11.0,6.9,370.1,25.0,301
8.9,5.5,371.5,27.1,401
10.2,7.5,369.5,25.8,501
10.8,6.8,370.2,25.2,601
8.0,6.5,370.5,28.0,701
9.6,4.5,372.5,26.4,801
8.6,6.2,370.8,27.4,901
9.0,5.6,371.4,27.0,1001
8.2,6.1,370.9,27.8,1101
7.0,6.1,370.9,29.0,1201
6.9,5.1,371.9,29.1,1301
8.7,5.8,371.2,27.3,1401
7.5,5.2,371.8,28.5,1501
6.7,4.2,372.8,29.3,1601
9.0,5.0,372.0,27.0,1701
8.4,5.1,371.9,27.6,1801
7.1,4.1,372.9,28.9,1901
6.0,5.6,371.4,30.0,2001
7.2,5.4,371.6,28.8,2101
6.3,4.9,372.1,29.7,2201
6.8,5.4,371.6,29.2,2301
5.8,5.4,371.6,30.2,2401
5.2,5.3,371.7,30.8,2501
6.0,4.4,372.6,30.0,2601
6.4,4.2,372.8,29.6,2701
6.2,5.6,371.4,29.8,2801
5.9,4.5,372.5,30.1,2901
6.0,3.7,373.3,30.0,3001
6.1,3.8,373.2,29.9,3101
6.7,6.1,370.9,29.3,3201
6.3,4.5,373.2,29.0,3301
5.8,4.1,372.9,30.2,3401
6.2,3.4,373.6,29.8,3501
6.0,4.6,373.4,29.0,3601
7.8,4.0,373.0,28.2,3701
