FN,FP,TN,TP,sr
34.0,27.7,349.3,2.0,101
18.9,6.6,370.4,17.1,201
11.3,4.6,372.4,24.7,301
8.6,8.1,368.9,27.4,401
9.8,7.5,369.5,26.2,501
10.6,7.3,369.7,25.4,601
7.0,7.9,369.1,29.0,701
9.9,3.4,373.6,26.1,801
6.6,5.3,371.7,29.4,901
8.1,6.3,370.7,27.9,1001
7.5,5.8,371.2,28.5,1101
5.9,6.6,370.4,30.1,1201
7.4,6.1,370.9,28.6,1301
7.0,8.1,368.9,29.0,1401
7.3,4.7,372.3,28.7,1501
5.8,5.0,372.0,30.2,1601
6.8,4.8,372.2,29.2,1701
5.5,4.7,372.3,30.5,1801
9.2,4.2,372.8,26.8,1901
5.5,5.9,371.1,30.5,2001
6.9,6.2,370.8,29.1,2101
7.0,4.5,372.5,29.0,2201
4.7,5.7,371.3,31.3,2301
5.8,4.6,372.4,30.2,2401
5.0,5.4,371.6,31.0,2501
5.7,5.1,371.9,30.3,2601
6.2,4.7,372.3,29.8,2701
5.6,4.3,372.7,30.4,2801
4.7,4.7,372.3,31.3,2901
6.4,4.3,372.7,29.6,3001
5.2,4.9,372.1,30.8,3101
3.8,3.7,373.3,32.2,3201
5.2,3.0,374.7,30.1,3301
5.4,4.0,373.0,30.6,3401
5.2,4.0,373.0,30.8,3501
5.1,3.9,374.1,29.9,3601
4.1,3.5,373.5,31.9,3701
