FN,FP,TN,TP,sr
13.6,7.3,369.7,22.4,101
10.8,9.8,367.2,25.2,201
9.2,9.6,367.4,26.8,301
10.9,6.7,370.3,25.1,401
10.5,7.3,369.7,25.5,501
7.4,7.9,369.1,28.6,601
6.2,8.2,368.8,29.8,701
7.3,5.2,371.8,28.7,801
8.5,5.5,371.5,27.5,901
7.2,7.7,369.3,28.8,1001
5.9,5.4,371.6,30.1,1101
6.4,7.6,369.4,29.6,1201
5.5,7.6,369.4,30.5,1301
4.5,5.9,371.1,31.5,1401
4.4,8.1,368.9,31.6,1501
6.5,5.4,371.6,29.5,1601
6.0,5.8,371.2,30.0,1701
6.4,5.9,371.1,29.6,1801
8.0,5.7,371.3,28.0,1901
7.0,6.4,370.6,29.0,2001
6.5,6.9,370.1,29.5,2101
6.6,5.2,371.8,29.4,2201
7.1,5.3,371.7,28.9,2301
8.6,6.1,370.9,27.4,2401
4.4,7.7,369.3,31.6,2501
6.1,5.7,371.3,29.9,2601
6.2,7.7,369.3,29.8,2701
5.6,7.8,369.2,30.4,2801
7.1,6.1,370.9,28.9,2901
5.8,7.5,369.5,30.2,3001
6.7,6.6,370.4,29.3,3101
8.2,5.4,371.6,27.8,3201
7.2,7.3,370.5,28.0,3301
7.8,6.9,370.1,28.2,3401
7.5,7.4,369.6,28.5,3501
6.6,5.3,372.7,28.4,3601
7.0,9.3,367.7,29.0,3701
