FN,FP,TN,TP,sr
34.8,13.4,363.6,1.2,101
19.4,11.7,365.3,16.6,201
12.0,7.1,369.9,24.0,301
7.9,9.2,367.8,28.1,401
9.9,5.1,371.9,26.1,501
9.1,7.1,369.9,26.9,601
7.5,6.7,370.3,28.5,701
6.0,7.5,369.5,30.0,801
10.0,4.8,372.2,26.0,901
8.6,6.8,370.2,27.4,1001
8.4,5.9,371.1,27.6,1101
7.3,5.4,371.6,28.7,1201
8.4,4.4,372.6,27.6,1301
8.4,6.2,370.8,27.6,1401
5.7,5.9,371.1,30.3,1501
7.5,6.0,371.0,28.5,1601
6.1,6.9,370.1,29.9,1701
4.9,6.4,370.6,31.1,1801
5.9,4.9,372.1,30.1,1901
5.9,5.6,371.4,30.1,2001
7.4,4.6,372.4,28.6,2101
6.9,3.7,373.3,29.1,2201
6.4,4.5,372.5,29.6,2301
6.0,4.9,372.1,30.0,2401
6.0,5.4,371.6,30.0,2501
5.0,5.6,371.4,31.0,2601
5.2,4.9,372.1,30.8,2701
5.4,3.9,373.1,30.6,2801
6.2,2.7,374.3,29.8,2901
7.2,5.0,372.0,28.8,3001
5.3,3.9,373.1,30.7,3101
4.7,4.5,372.5,31.3,3201
4.1,3.8,373.7,31.4,3301
4.4,3.9,373.1,31.6,3401
5.4,3.4,373.6,30.6,3501
5.0,3.2,374.8,30.0,3601
5.5,4.5,372.5,30.5,3701
