FN,FP,TN,TP,sr
23.6,4.6,372.4,12.4,101
13.2,6.9,370.1,22.8,201
9.6,7.8,369.2,26.4,301
8.3,8.4,368.6,27.7,401
8.6,7.0,370.0,27.4,501
9.2,7.3,369.7,26.8,601
8.4,5.0,372.0,27.6,701
9.9,5.6,371.4,26.1,801
9.2,5.9,371.1,26.8,901
7.5,5.2,371.8,28.5,1001
8.5,5.6,371.4,27.5,1101
8.0,5.2,371.8,28.0,1201
8.0,4.3,372.7,28.0,1301
7.0,5.3,371.7,29.0,1401
7.9,5.1,371.9,28.1,1501
8.0,4.8,372.2,28.0,1601
6.6,5.9,371.1,29.4,1701
7.4,5.4,371.6,28.6,1801
5.0,5.7,371.3,31.0,1901
6.8,4.6,372.4,29.2,2001
5.5,4.5,372.5,30.5,2101
7.0,6.1,370.9,29.0,2201
5.0,3.7,373.3,31.0,2301
6.4,5.0,372.0,29.6,2401
5.0,4.8,372.2,31.0,2501
5.9,5.4,371.6,30.1,2601
7.1,4.2,372.8,28.9,2701
5.8,3.5,373.5,30.2,2801
5.0,4.1,372.9,31.0,2901
5.7,3.2,373.8,30.3,3001
6.3,4.9,372.1,29.7,3101
5.5,3.9,373.1,30.5,3201
5.1,5.2,372.2,30.5,3301
3.7,4.3,372.7,32.3,3401
4.4,4.9,372.1,31.6,3501
5.3,4.0,374.0,29.7,3601
6.1,3.5,373.5,29.9,3701
