FN,FP,TN,TP,sr
12.0,10.0,367.0,24.0,101
11.5,8.0,369.0,24.5,201
8.4,9.1,367.9,27.6,301
9.6,9.0,368.0,26.4,401
10.8,8.3,368.7,25.2,501
11.9,7.9,369.1,24.1,601
9.3,5.8,371.2,26.7,701
8.9,5.9,371.1,27.1,801
7.3,9.1,367.9,28.7,901
8.2,5.6,371.4,27.8,1001
9.0,5.7,371.3,27.0,1101
8.1,6.0,371.0,27.9,1201
8.2,7.2,369.8,27.8,1301
8.9,4.6,372.4,27.1,1401
7.2,5.5,371.5,28.8,1501
8.4,6.2,370.8,27.6,1601
5.8,6.8,370.2,30.2,1701
8.3,5.1,371.9,27.7,1801
7.1,5.4,371.6,28.9,1901
8.0,5.2,371.8,28.0,2001
6.9,5.6,371.4,29.1,2101
6.8,5.0,372.0,29.2,2201
6.6,4.7,372.3,29.4,2301
6.1,4.0,373.0,29.9,2401
6.1,5.5,371.5,29.9,2501
5.3,5.3,371.7,30.7,2601
5.6,3.6,373.4,30.4,2701
5.5,3.4,373.6,30.5,2801
6.1,6.0,371.0,29.9,2901
7.3,3.7,373.3,28.7,3001
5.9,4.6,372.4,30.1,3101
6.3,3.9,373.1,29.7,3201
5.7,4.3,373.3,29.7,3301
5.8,4.3,372.7,30.2,3401
5.6,5.7,371.3,30.4,3501
6.2,4.2,373.8,28.8,3601
4.2,3.4,373.6,31.8,3701
