FN,FP,TN,TP,sr
34.7,18.0,359.0,1.3,101
21.4,8.3,368.7,14.6,201
11.9,8.4,368.6,24.1,301
9.4,5.7,371.3,26.6,401
6.2,10.0,367.0,29.8,501
9.1,5.6,371.4,26.9,601
6.8,7.1,369.9,29.2,701
6.7,8.1,368.9,29.3,801
6.6,6.1,370.9,29.4,901
7.3,7.0,370.0,28.7,1001
8.4,5.9,371.1,27.6,1101
5.5,8.4,368.6,30.5,1201
6.0,5.8,371.2,30.0,1301
8.9,4.7,372.3,27.1,1401
6.3,6.1,370.9,29.7,1501
6.6,6.4,370.6,29.4,1601
6.4,7.7,369.3,29.6,1701
6.1,5.3,371.7,29.9,1801
6.7,4.7,372.3,29.3,1901
7.0,6.3,370.7,29.0,2001
5.8,4.9,372.1,30.2,2101
5.9,4.7,372.3,30.1,2201
6.5,5.1,371.9,29.5,2301
7.1,3.4,373.6,28.9,2401
6.5,3.7,373.3,29.5,2501
6.2,4.7,372.3,29.8,2601
4.5,3.9,373.1,31.5,2701
7.2,3.7,373.3,28.8,2801
6.0,4.2,372.8,30.0,2901
5.0,4.0,373.0,31.0,3001
6.0,4.0,373.0,30.0,3101
5.1,4.3,372.7,30.9,3201
5.0,4.3,373.0,30.7,3301
5.2,3.6,373.4,30.8,3401
5.8,4.6,372.4,30.2,3501
3.6,3.5,374.5,31.4,3601
5.7,3.6,373.4,30.3,3701
