FN,FP,MSE,TN,TP,sr
14.4,14.4,0.00647906204705109,362.6,21.6,101
12.8,7.5,0.0035462926434101697,369.5,23.2,201
9.0,8.0,0.0025983629994131533,369.0,27.0,301
8.1,9.9,0.0025890439968716704,367.1,27.9,401
7.4,7.6,0.0033584699333418892,369.4,28.6,501
7.2,7.9,0.0021348993029223964,369.1,28.8,601
10.3,9.2,0.003429104218478883,367.8,25.7,701
8.3,6.4,0.0021828423330060628,370.6,27.7,801
9.8,5.5,0.0023087621814672213,371.5,26.2,901
6.7,6.7,0.002713455956971739,370.3,29.3,1001
7.2,8.1,0.0025047623184236887,368.9,28.8,1101
7.5,5.5,0.001087871422495017,371.5,28.5,1201
7.6,6.4,0.002622683276202838,370.6,28.4,1301
7.0,5.5,0.002632701443796755,371.5,29.0,1401
6.9,5.4,0.0028143014234492977,371.6,29.1,1501
6.4,5.7,0.0029511607029463257,371.3,29.6,1601
6.6,4.8,0.001872007844168733,372.2,29.4,1701
7.0,4.7,0.0024269154852495137,372.3,29.0,1801
5.9,4.6,0.0018698374839845404,372.4,30.1,1901
5.7,5.9,0.0021767479996028867,371.1,30.3,2001
6.0,5.0,0.0009472616698525621,372.0,30.0,2101
6.3,3.9,0.0013209281300473152,373.1,29.7,2201
6.5,4.5,0.0020406169267149004,372.5,29.5,2301
5.5,3.9,0.0008262325232519495,373.1,30.5,2401
5.1,5.7,0.0025469044994948604,371.3,30.9,2501
5.3,4.3,0.0008932059923733669,372.7,30.7,2601
5.6,3.7,0.001593829523289803,373.3,30.4,2701
4.9,4.6,0.0018145366130198793,372.4,31.1,2801
5.5,4.3,0.001422017623843121,372.7,30.5,2901
5.0,3.5,0.0020031082911852235,373.5,31.0,3001
4.6,3.7,0.0011368692438523805,373.3,31.4,3101
5.4,5.4,0.0015906605114663654,371.6,30.6,3201
5.1,4.9,0.00100882278329006,372.9,30.1,3301
4.2,4.6,0.0015603394316381955,372.4,31.8,3401
4.1,4.5,0.0012737607488924436,372.5,31.9,3501
4.4,4.5,0.0008687330349707574,373.5,30.6,3601
4.8,4.7,0.0010139041369441107,372.3,31.2,3701
