FN,FP,TN,TP,sr
30.7,25.6,351.4,5.3,101
16.6,6.7,370.3,19.4,201
8.1,9.8,367.2,27.9,301
7.4,6.9,370.1,28.6,401
7.0,7.7,369.3,29.0,501
8.6,7.2,369.8,27.4,601
6.4,7.1,369.9,29.6,701
7.7,8.4,368.6,28.3,801
8.9,7.4,369.6,27.1,901
6.8,6.9,370.1,29.2,1001
7.6,6.8,370.2,28.4,1101
7.1,5.6,371.4,28.9,1201
7.9,5.1,371.9,28.1,1301
7.6,5.8,371.2,28.4,1401
6.8,5.1,371.9,29.2,1501
6.7,6.1,370.9,29.3,1601
7.5,6.5,370.5,28.5,1701
5.2,4.0,373.0,30.8,1801
7.1,4.7,372.3,28.9,1901
7.0,4.0,373.0,29.0,2001
6.6,3.6,373.4,29.4,2101
7.1,4.7,372.3,28.9,2201
7.4,5.3,371.7,28.6,2301
6.8,4.6,372.4,29.2,2401
5.7,4.7,372.3,30.3,2501
5.1,3.9,373.1,30.9,2601
5.8,4.7,372.3,30.2,2701
4.9,4.8,372.2,31.1,2801
6.9,4.7,372.3,29.1,2901
5.0,3.5,373.5,31.0,3001
5.4,4.8,372.2,30.6,3101
5.0,4.0,373.0,31.0,3201
5.2,3.4,374.1,30.3,3301
4.7,3.3,373.7,31.3,3401
5.0,4.1,372.9,31.0,3501
4.0,3.8,374.2,31.0,3601
3.9,4.0,373.0,32.1,3701
