FN,FP,TN,TP,sr
15.3,11.3,365.7,20.7,101
12.4,9.6,367.4,23.6,201
8.8,11.2,365.8,27.2,301
8.1,10.5,366.5,27.9,401
10.1,7.8,369.2,25.9,501
8.8,7.2,369.8,27.2,601
8.7,8.0,369.0,27.3,701
8.8,6.8,370.2,27.2,801
7.4,9.1,367.9,28.6,901
7.8,6.6,370.4,28.2,1001
8.0,7.3,369.7,28.0,1101
6.1,5.6,371.4,29.9,1201
7.2,7.5,369.5,28.8,1301
6.5,8.3,368.7,29.5,1401
6.9,5.3,371.7,29.1,1501
6.5,7.9,369.1,29.5,1601
6.1,4.9,372.1,29.9,1701
5.8,5.4,371.6,30.2,1801
6.3,4.7,372.3,29.7,1901
6.5,5.5,371.5,29.5,2001
7.0,4.4,372.6,29.0,2101
6.7,5.9,371.1,29.3,2201
5.3,4.7,372.3,30.7,2301
5.4,5.9,371.1,30.6,2401
5.5,6.3,370.7,30.5,2501
5.2,5.9,371.1,30.8,2601
5.5,4.2,372.8,30.5,2701
5.9,5.0,372.0,30.1,2801
5.4,4.9,372.1,30.6,2901
4.1,4.6,372.4,31.9,3001
5.0,4.5,372.5,31.0,3101
5.5,4.1,372.9,30.5,3201
5.7,5.7,371.8,29.8,3301
5.8,5.3,371.7,30.2,3401
4.5,5.5,371.5,31.5,3501
4.0,4.5,373.5,31.0,3601
4.9,4.2,372.8,31.1,3701
