FN,FP,TN,TP,sr
35.8,4.8,372.2,0.2,101
23.8,8.6,368.4,12.2,201
10.6,8.4,368.6,25.4,301
10.1,6.9,370.1,25.9,401
8.6,6.9,370.1,27.4,501
10.5,4.2,372.8,25.5,601
6.7,8.7,368.3,29.3,701
6.2,9.7,367.3,29.8,801
8.4,6.2,370.8,27.6,901
8.4,7.1,369.9,27.6,1001
8.1,7.5,369.5,27.9,1101
7.1,7.8,369.2,28.9,1201
7.2,6.0,371.0,28.8,1301
8.0,6.5,370.5,28.0,1401
8.5,6.5,370.5,27.5,1501
6.8,6.7,370.3,29.2,1601
5.1,7.2,369.8,30.9,1701
7.0,5.3,371.7,29.0,1801
5.7,5.4,371.6,30.3,1901
3.9,4.2,372.8,32.1,2001
6.7,4.7,372.3,29.3,2101
6.9,4.8,372.2,29.1,2201
5.6,5.8,371.2,30.4,2301
6.8,3.6,373.4,29.2,2401
5.7,4.8,372.2,30.3,2501
5.7,4.6,372.4,30.3,2601
6.8,3.7,373.3,29.2,2701
5.1,4.9,372.1,30.9,2801
5.0,4.1,372.9,31.0,2901
6.7,3.4,373.6,29.3,3001
4.5,5.4,371.6,31.5,3101
5.2,5.1,371.9,30.8,3201
4.4,3.5,373.8,31.3,3301
4.5,3.7,373.3,31.5,3401
6.1,2.4,374.6,29.9,3501
3.4,3.1,374.9,31.6,3601
4.9,3.3,373.7,31.1,3701
