FN,FP,TN,TP,sr
25.5,10.7,366.3,10.5,101
14.7,5.7,371.3,21.3,201
11.3,5.4,371.6,24.7,301
6.3,8.4,368.6,29.7,401
9.1,5.2,371.8,26.9,501
9.2,6.7,370.3,26.8,601
10.2,6.0,371.0,25.8,701
8.4,6.1,370.9,27.6,801
7.2,5.8,371.2,28.8,901
9.1,7.5,369.5,26.9,1001
6.7,6.9,370.1,29.3,1101
7.3,5.8,371.2,28.7,1201
9.0,4.7,372.3,27.0,1301
6.3,5.3,371.7,29.7,1401
7.1,5.3,371.7,28.9,1501
7.3,5.5,371.5,28.7,1601
7.6,6.0,371.0,28.4,1701
6.2,4.5,372.5,29.8,1801
7.1,4.9,372.1,28.9,1901
7.9,5.1,371.9,28.1,2001
6.7,5.4,371.6,29.3,2101
6.3,4.1,372.9,29.7,2201
7.5,4.0,373.0,28.5,2301
5.9,5.6,371.4,30.1,2401
7.2,4.8,372.2,28.8,2501
5.5,6.1,370.9,30.5,2601
5.3,6.1,370.9,30.7,2701
6.2,4.5,372.5,29.8,2801
5.3,4.3,372.7,30.7,2901
5.0,4.3,372.7,31.0,3001
6.9,3.6,373.4,29.1,3101
5.0,5.6,371.4,31.0,3201
4.5,3.5,374.1,30.9,3301
4.5,3.7,373.3,31.5,3401
4.5,2.6,374.4,31.5,3501
5.0,4.1,373.9,30.0,3601
4.9,4.6,372.4,31.1,3701
