FN,FP,TN,TP,sr
33.3,21.3,355.7,2.7,101
17.1,8.8,368.2,18.9,201
10.4,9.3,367.7,25.6,301
9.1,7.4,369.6,26.9,401
5.9,7.5,369.5,30.1,501
7.2,7.9,369.1,28.8,601
8.4,6.6,370.4,27.6,701
10.3,6.1,370.9,25.7,801
8.4,7.4,369.6,27.6,901
7.3,5.7,371.3,28.7,1001
7.5,6.3,370.7,28.5,1101
8.4,7.2,369.8,27.6,1201
6.4,5.1,371.9,29.6,1301
6.9,6.3,370.7,29.1,1401
6.0,6.5,370.5,30.0,1501
6.3,5.9,371.1,29.7,1601
8.3,3.1,373.9,27.7,1701
6.5,5.1,371.9,29.5,1801
5.3,5.0,372.0,30.7,1901
8.1,4.3,372.7,27.9,2001
5.9,5.8,371.2,30.1,2101
5.1,3.9,373.1,30.9,2201
5.4,3.5,373.5,30.6,2301
7.2,4.4,372.6,28.8,2401
5.5,6.0,371.0,30.5,2501
5.9,4.7,372.3,30.1,2601
5.7,5.1,371.9,30.3,2701
5.8,4.3,372.7,30.2,2801
5.7,3.3,373.7,30.3,2901
5.6,3.7,373.3,30.4,3001
6.1,4.3,372.7,29.9,3101
5.3,3.6,373.4,30.7,3201
5.3,4.0,373.5,30.2,3301
4.9,3.6,373.4,31.1,3401
4.0,4.2,372.8,32.0,3501
5.4,4.2,373.8,29.6,3601
6.1,4.3,372.7,29.9,3701
