FN,FP,MSE,TN,TP,sr
32.0,11.7,0.006856521388216304,365.3,4.0,101
15.9,8.1,0.0022855533663740943,368.9,20.1,201
8.5,9.4,0.001281828135968221,367.6,27.5,301
7.2,10.2,0.003942491118664218,366.8,28.8,401
9.2,6.6,0.0014671771429867132,370.4,26.8,501
9.4,6.2,0.002614474919401658,370.8,26.6,601
8.1,6.3,0.0019428851592420686,370.7,27.9,701
6.7,8.1,0.0017237752157056572,368.9,29.3,801
7.9,6.4,0.0032641302328211864,370.6,28.1,901
6.0,7.0,0.001955958424996314,370.0,30.0,1001
7.6,6.1,0.0014491170512917898,370.9,28.4,1101
8.5,6.7,0.002319766905937642,370.3,27.5,1201
7.2,5.4,0.0018634009294588908,371.6,28.8,1301
7.3,3.5,0.00156973220917639,373.5,28.7,1401
8.5,4.7,0.001737693767909474,372.3,27.5,1501
6.4,5.4,0.002337617343560629,371.6,29.6,1601
8.4,5.6,0.0015847980982030354,371.4,27.6,1701
6.6,4.9,0.002210456672042572,372.1,29.4,1801
7.2,3.6,0.0016548887514891315,373.4,28.8,1901
6.2,5.9,0.0013446122152372389,371.1,29.8,2001
6.1,5.3,0.0016219179229508582,371.7,29.9,2101
6.3,5.6,0.0017044131932799464,371.4,29.7,2201
8.3,6.5,0.0016106634849555833,370.5,27.7,2301
7.2,3.9,0.0015705146126648191,373.1,28.8,2401
5.7,4.4,0.0018544997939214769,372.6,30.3,2501
7.4,6.3,0.0017011245718070542,370.7,28.6,2601
6.8,5.2,0.0013131089062538622,371.8,29.2,2701
6.2,5.8,0.0011885687537273534,371.2,29.8,2801
6.2,5.0,0.0007343328814134193,372.0,29.8,2901
5.7,4.5,0.001199080077809432,372.5,30.3,3001
4.8,4.1,0.000677830367447465,372.9,31.2,3101
4.8,4.4,0.001180873434138883,372.6,31.2,3201
6.0,4.5,0.00143154484403954,372.8,29.7,3301
5.8,4.3,0.00126375250383442,372.7,30.2,3401
5.3,3.9,0.0004496952193792387,373.1,30.7,3501
6.4,4.4,0.0013805255231937655,373.6,28.6,3601
4.9,4.6,0.0010390503459611314,372.4,31.1,3701
