FN,FP,TN,TP,sr
16.1,13.5,363.5,19.9,101
8.1,8.4,368.6,27.9,201
9.4,9.1,367.9,26.6,301
7.3,7.7,369.3,28.7,401
9.1,6.4,370.6,26.9,501
7.9,8.0,369.0,28.1,601
10.5,7.0,370.0,25.5,701
7.8,9.0,368.0,28.2,801
7.2,6.5,370.5,28.8,901
7.8,7.2,369.8,28.2,1001
7.7,6.3,370.7,28.3,1101
7.0,4.9,372.1,29.0,1201
6.1,6.5,370.5,29.9,1301
7.3,6.8,370.2,28.7,1401
6.5,6.7,370.3,29.5,1501
5.6,7.0,370.0,30.4,1601
5.8,5.6,371.4,30.2,1701
6.2,4.9,372.1,29.8,1801
7.6,4.7,372.3,28.4,1901
4.9,4.4,372.6,31.1,2001
6.0,5.6,371.4,30.0,2101
6.1,4.6,372.4,29.9,2201
5.6,4.7,372.3,30.4,2301
6.4,4.8,372.2,29.6,2401
5.0,4.4,372.6,31.0,2501
4.7,4.5,372.5,31.3,2601
7.4,3.8,373.2,28.6,2701
5.7,4.2,372.8,30.3,2801
6.7,5.7,371.3,29.3,2901
5.9,5.8,371.2,30.1,3001
4.3,4.8,372.2,31.7,3101
5.0,4.8,372.2,31.0,3201
5.4,4.8,373.0,29.8,3301
5.4,3.2,373.8,30.6,3401
5.4,5.2,371.8,30.6,3501
4.4,3.9,374.1,30.6,3601
4.2,5.3,371.7,31.8,3701
