FN,FP,TN,TP,sr
26.4,16.6,360.4,9.6,101
13.7,6.5,370.5,22.3,201
9.4,6.4,370.6,26.6,301
7.5,9.4,367.6,28.5,401
10.8,4.6,372.4,25.2,501
8.6,6.6,370.4,27.4,601
7.1,7.4,369.6,28.9,701
9.2,4.9,372.1,26.8,801
8.3,6.4,370.6,27.7,901
7.6,6.7,370.3,28.4,1001
8.0,5.6,371.4,28.0,1101
8.1,5.2,371.8,27.9,1201
8.5,5.5,371.5,27.5,1301
7.1,4.8,372.2,28.9,1401
6.6,5.6,371.4,29.4,1501
7.7,4.7,372.3,28.3,1601
6.4,5.8,371.2,29.6,1701
7.2,6.3,370.7,28.8,1801
6.6,6.0,371.0,29.4,1901
5.6,5.5,371.5,30.4,2001
7.1,3.9,373.1,28.9,2101
5.9,4.0,373.0,30.1,2201
6.8,4.1,372.9,29.2,2301
5.8,5.3,371.7,30.2,2401
5.4,4.8,372.2,30.6,2501
5.3,4.7,372.3,30.7,2601
4.8,3.8,373.2,31.2,2701
5.2,4.8,372.2,30.8,2801
5.1,5.2,371.8,30.9,2901
5.6,5.2,371.8,30.4,3001
5.8,3.4,373.6,30.2,3101
5.5,4.4,372.6,30.5,3201
7.3,4.6,372.8,28.3,3301
6.1,4.4,372.6,29.9,3401
5.2,4.9,372.1,30.8,3501
4.9,4.0,374.0,30.1,3601
4.9,4.4,372.6,31.1,3701
