FN,FP,TN,TP,sr
19.4,14.7,362.3,16.6,101
11.6,7.2,369.8,24.4,201
10.1,7.4,369.6,25.9,301
10.6,7.0,370.0,25.4,401
10.3,9.2,367.8,25.7,501
10.8,6.7,370.3,25.2,601
8.7,6.7,370.3,27.3,701
10.1,6.2,370.8,25.9,801
8.6,6.2,370.8,27.4,901
9.2,7.2,369.8,26.8,1001
8.5,5.1,371.9,27.5,1101
8.1,4.8,372.2,27.9,1201
7.7,5.4,371.6,28.3,1301
5.9,4.9,372.1,30.1,1401
7.0,5.5,371.5,29.0,1501
6.2,4.8,372.2,29.8,1601
8.9,5.2,371.8,27.1,1701
5.6,5.7,371.3,30.4,1801
7.2,4.4,372.6,28.8,1901
7.8,5.5,371.5,28.2,2001
6.8,5.4,371.6,29.2,2101
7.5,4.5,372.5,28.5,2201
7.9,4.8,372.2,28.1,2301
4.9,4.7,372.3,31.1,2401
7.4,4.5,372.5,28.6,2501
5.9,3.5,373.5,30.1,2601
5.6,4.1,372.9,30.4,2701
5.9,6.4,370.6,30.1,2801
6.4,3.5,373.5,29.6,2901
6.2,3.8,373.2,29.8,3001
6.5,3.8,373.2,29.5,3101
7.1,5.3,371.7,28.9,3201
3.9,5.6,372.1,31.4,3301
5.6,4.6,372.4,30.4,3401
6.2,3.5,373.5,29.8,3501
6.3,4.5,373.5,28.7,3601
5.1,4.5,372.5,30.9,3701
