FN,FP,MSE,TN,TP,sr
27.7,7.3,0.005559775449658579,369.7,8.3,101
11.3,6.7,0.0030129452370183155,370.3,24.7,201
10.7,3.6,0.0017293052515347691,373.4,25.3,301
6.0,8.2,0.0024381782861026195,368.8,30.0,401
5.7,11.0,0.0013562946210767088,366.0,30.3,501
8.6,7.1,0.0018251003897009899,369.9,27.4,601
6.3,7.4,0.0025893688133200453,369.6,29.7,701
8.9,5.7,0.0019045651351016248,371.3,27.1,801
7.9,5.9,0.0019767560820175977,371.1,28.1,901
8.5,5.5,0.0015752132622176135,371.5,27.5,1001
7.2,5.6,0.0024929447129510077,371.4,28.8,1101
8.3,5.9,0.0024069162091358786,371.1,27.7,1201
7.0,5.3,0.0012155425067413524,371.7,29.0,1301
9.2,5.1,0.0008345436323183636,371.9,26.8,1401
6.4,4.5,0.001087597939434502,372.5,29.6,1501
6.5,7.0,0.0013427962327390982,370.0,29.5,1601
7.6,6.1,0.0015833848569779547,370.9,28.4,1701
7.2,6.9,0.000943884215520779,370.1,28.8,1801
8.2,5.0,0.0019590863763533197,372.0,27.8,1901
5.6,4.9,0.001330267621654632,372.1,30.4,2001
6.0,5.1,0.002597741454817113,371.9,30.0,2101
8.4,5.8,0.002283069576704894,371.2,27.6,2201
6.4,5.6,0.002093468297059245,371.4,29.6,2301
7.2,5.6,0.0014046289741649132,371.4,28.8,2401
7.2,4.7,0.0015526758852811553,372.3,28.8,2501
4.9,6.0,0.0013975810196615068,371.0,31.1,2601
4.1,4.7,0.0007943271366340447,372.3,31.9,2701
5.0,5.7,0.0014696180590644905,371.3,31.0,2801
5.7,5.9,0.0014402401081653386,371.1,30.3,2901
5.0,3.3,0.0008238273679989727,373.7,31.0,3001
5.5,4.6,0.0012275734734822643,372.4,30.5,3101
4.8,6.5,0.0012331034182298734,370.5,31.2,3201
5.0,4.4,0.0012081774306187526,372.9,30.7,3301
5.5,4.0,0.0013730767089902786,373.0,30.5,3401
5.9,4.1,0.0016051963298271237,372.9,30.1,3501
4.6,5.0,0.0011105337294443954,373.0,30.4,3601
5.7,4.6,0.0010297677545572515,372.4,30.3,3701
