FN,FP,TN,TP,sr
26.9,14.6,362.4,9.1,101
16.8,9.0,368.0,19.2,201
7.8,9.8,367.2,28.2,301
8.8,5.5,371.5,27.2,401
11.1,6.6,370.4,24.9,501
7.2,7.1,369.9,28.8,601
8.9,7.3,369.7,27.1,701
9.1,5.7,371.3,26.9,801
9.5,6.9,370.1,26.5,901
7.9,3.6,373.4,28.1,1001
8.1,5.4,371.6,27.9,1101
7.6,5.9,371.1,28.4,1201
6.3,5.9,371.1,29.7,1301
8.0,7.6,369.4,28.0,1401
6.6,7.0,370.0,29.4,1501
6.7,4.7,372.3,29.3,1601
5.4,6.0,371.0,30.6,1701
5.8,7.5,369.5,30.2,1801
6.9,4.7,372.3,29.1,1901
6.0,5.0,372.0,30.0,2001
7.4,6.9,370.1,28.6,2101
4.1,9.2,367.8,31.9,2201
6.0,5.3,371.7,30.0,2301
4.8,8.3,368.7,31.2,2401
5.2,8.8,368.2,30.8,2501
8.6,5.2,371.8,27.4,2601
7.4,5.5,371.5,28.6,2701
7.2,6.6,370.4,28.8,2801
5.9,7.2,369.8,30.1,2901
6.9,8.1,368.9,29.1,3001
8.1,4.5,372.5,27.9,3101
7.4,5.6,371.4,28.6,3201
8.3,5.6,371.8,27.3,3301
7.3,7.2,369.8,28.7,3401
6.3,7.6,369.4,29.7,3501
6.0,5.4,372.6,29.0,3601
6.9,6.8,370.2,29.1,3701
