FN,FP,TN,TP,sr
32.7,16.5,360.5,3.3,101
14.6,6.3,370.7,21.4,201
8.3,7.4,369.6,27.7,301
8.9,5.3,371.7,27.1,401
8.1,7.9,369.1,27.9,501
9.1,4.9,372.1,26.9,601
8.3,5.4,371.6,27.7,701
7.1,8.1,368.9,28.9,801
7.0,6.8,370.2,29.0,901
9.1,5.9,371.1,26.9,1001
6.7,5.7,371.3,29.3,1101
7.6,5.2,371.8,28.4,1201
6.7,5.2,371.8,29.3,1301
5.2,7.1,369.9,30.8,1401
8.5,4.7,372.3,27.5,1501
7.0,5.1,371.9,29.0,1601
8.1,3.6,373.4,27.9,1701
6.2,6.4,370.6,29.8,1801
5.6,5.5,371.5,30.4,1901
5.5,6.8,370.2,30.5,2001
6.2,6.4,370.6,29.8,2101
6.2,7.4,369.6,29.8,2201
9.8,4.8,372.2,26.2,2301
7.5,6.3,370.7,28.5,2401
7.0,5.5,371.5,29.0,2501
6.1,6.2,370.8,29.9,2601
8.2,6.0,371.0,27.8,2701
5.7,6.2,370.8,30.3,2801
7.3,6.9,370.1,28.7,2901
8.1,8.0,369.0,27.9,3001
6.5,5.6,371.4,29.5,3101
7.2,7.2,369.8,28.8,3201
6.7,9.0,368.4,28.9,3301
7.6,5.6,371.4,28.4,3401
7.6,7.1,369.9,28.4,3501
8.2,5.0,373.0,26.8,3601
6.7,5.2,371.8,29.3,3701
