FN,FP,MSE,TN,TP,sr
10.5,7.0,0.002910374274653995,370.0,25.5,101
9.4,11.1,0.003039744069138055,365.9,26.6,201
7.4,10.7,0.003045771751612687,366.3,28.6,301
9.7,9.4,0.0034041990658579915,367.6,26.3,401
7.3,9.5,0.0026765154388943453,367.5,28.7,501
9.1,4.8,0.0009784090811333491,372.2,26.9,601
7.9,5.6,0.0027432795762163467,371.4,28.1,701
7.2,6.4,0.0019807771901771297,370.6,28.8,801
7.6,7.9,0.00254912861707133,369.1,28.4,901
8.8,5.9,0.0024012684287363405,371.1,27.2,1001
7.6,6.1,0.0025382828815397164,370.9,28.4,1101
7.3,6.3,0.0015321006238605275,370.7,28.7,1201
7.3,7.6,0.0015177502166243244,369.4,28.7,1301
6.3,6.1,0.0017750419498242965,370.9,29.7,1401
6.7,5.6,0.0022624460519584553,371.4,29.3,1501
6.6,6.5,0.0016320636534068729,370.5,29.4,1601
6.3,5.8,0.0018011853730746457,371.2,29.7,1701
8.2,5.0,0.0016283957400914557,372.0,27.8,1801
7.6,4.4,0.0018644041855050432,372.6,28.4,1901
5.8,5.5,0.001201757082617501,371.5,30.2,2001
5.8,4.9,0.0014919547724493293,372.1,30.2,2101
6.0,5.2,0.002107775707594476,371.8,30.0,2201
6.0,3.4,0.00240385852991099,373.6,30.0,2301
6.9,4.7,0.001549604698732368,372.3,29.1,2401
6.5,5.3,0.0016845653571433861,371.7,29.5,2501
5.6,4.3,0.001109088511376075,372.7,30.4,2601
7.0,4.5,0.0018686081440087957,372.5,29.0,2701
8.1,4.7,0.0019454800678593274,372.3,27.9,2801
7.2,4.1,0.00166888448678253,372.9,28.8,2901
7.1,5.3,0.0014885008644838886,371.7,28.9,3001
7.1,3.9,0.002056782908714475,373.1,28.9,3101
6.0,4.7,0.0013474857237387406,372.3,30.0,3201
6.6,4.6,0.001265212142997968,372.9,28.9,3301
6.3,5.2,0.0019068845391121334,371.8,29.7,3401
4.2,5.0,0.001283562030008773,372.0,31.8,3501
6.0,5.2,0.0015398096825811902,372.8,29.0,3601
6.0,4.9,0.0015528876980355627,372.1,30.0,3701
