FN,FP,TN,TP,sr
9.0,7.6,369.4,27.0,101
8.5,11.6,365.4,27.5,201
12.2,9.5,367.5,23.8,301
10.0,10.4,366.6,26.0,401
8.7,8.3,368.7,27.3,501
9.1,7.7,369.3,26.9,601
9.2,7.8,369.2,26.8,701
7.7,8.5,368.5,28.3,801
7.9,6.9,370.1,28.1,901
9.1,6.0,371.0,26.9,1001
7.9,6.8,370.2,28.1,1101
9.1,6.4,370.6,26.9,1201
7.9,5.0,372.0,28.1,1301
7.4,5.5,371.5,28.6,1401
6.8,5.5,371.5,29.2,1501
6.1,6.2,370.8,29.9,1601
6.3,7.7,369.3,29.7,1701
7.7,5.6,371.4,28.3,1801
6.9,6.0,371.0,29.1,1901
6.4,5.0,372.0,29.6,2001
6.5,4.4,372.6,29.5,2101
5.8,6.8,370.2,30.2,2201
5.6,4.6,372.4,30.4,2301
5.0,5.8,371.2,31.0,2401
4.8,7.7,369.3,31.2,2501
5.5,4.9,372.1,30.5,2601
6.2,5.8,371.2,29.8,2701
6.5,4.4,372.6,29.5,2801
5.0,5.6,371.4,31.0,2901
5.3,4.3,372.7,30.7,3001
5.0,6.0,371.0,31.0,3101
5.1,4.6,372.4,30.9,3201
6.0,6.4,371.2,29.4,3301
4.8,5.1,371.9,31.2,3401
4.9,5.4,371.6,31.1,3501
6.0,4.5,373.5,29.0,3601
4.5,3.6,373.4,31.5,3701
