FN,FP,TN,TP,sr
13.3,9.7,367.3,22.7,101
10.0,7.2,369.8,26.0,201
9.2,8.4,368.6,26.8,301
11.4,8.3,368.7,24.6,401
10.0,7.3,369.7,26.0,501
7.3,9.7,367.3,28.7,601
8.4,7.1,369.9,27.6,701
7.0,7.9,369.1,29.0,801
8.8,7.3,369.7,27.2,901
7.7,8.4,368.6,28.3,1001
8.0,6.1,370.9,28.0,1101
7.1,6.5,370.5,28.9,1201
6.7,7.9,369.1,29.3,1301
7.1,7.8,369.2,28.9,1401
7.6,6.1,370.9,28.4,1501
6.4,7.3,369.7,29.6,1601
5.8,5.1,371.9,30.2,1701
6.6,7.3,369.7,29.4,1801
5.1,5.8,371.2,30.9,1901
6.5,4.7,372.3,29.5,2001
7.0,5.4,371.6,29.0,2101
5.9,4.3,372.7,30.1,2201
6.4,5.8,371.2,29.6,2301
5.9,4.4,372.6,30.1,2401
5.8,4.7,372.3,30.2,2501
5.4,5.0,372.0,30.6,2601
4.2,5.7,371.3,31.8,2701
4.6,4.9,372.1,31.4,2801
5.2,5.2,371.8,30.8,2901
6.5,5.6,371.4,29.5,3001
4.9,4.0,373.0,31.1,3101
6.3,4.3,372.7,29.7,3201
4.4,3.7,374.0,30.9,3301
3.7,5.2,371.8,32.3,3401
3.8,5.1,371.9,32.2,3501
3.9,6.4,371.6,31.1,3601
4.5,4.6,372.4,31.5,3701
