FN,FP,TN,TP,sr
27.3,15.2,361.8,8.7,101
12.1,5.9,371.1,23.9,201
7.8,7.2,369.8,28.2,301
6.0,9.9,367.1,30.0,401
7.5,6.1,370.9,28.5,501
7.5,7.8,369.2,28.5,601
7.1,6.5,370.5,28.9,701
6.2,9.1,367.9,29.8,801
6.2,7.2,369.8,29.8,901
6.5,7.3,369.7,29.5,1001
8.5,7.5,369.5,27.5,1101
7.1,4.8,372.2,28.9,1201
5.5,8.0,369.0,30.5,1301
6.6,7.7,369.3,29.4,1401
6.7,5.6,371.4,29.3,1501
7.4,5.6,371.4,28.6,1601
4.6,6.7,370.3,31.4,1701
5.5,6.6,370.4,30.5,1801
9.0,5.3,371.7,27.0,1901
6.5,8.4,368.6,29.5,2001
7.0,6.0,371.0,29.0,2101
4.0,8.7,368.3,32.0,2201
7.7,6.2,370.8,28.3,2301
6.0,9.0,368.0,30.0,2401
6.0,7.2,369.8,30.0,2501
7.6,5.7,371.3,28.4,2601
5.3,7.0,370.0,30.7,2701
6.3,6.5,370.5,29.7,2801
7.8,6.9,370.1,28.2,2901
5.4,5.7,371.3,30.6,3001
5.5,8.9,368.1,30.5,3101
7.6,6.3,370.7,28.4,3201
6.8,7.7,369.7,28.8,3301
8.5,7.1,369.9,27.5,3401
6.8,5.5,371.5,29.2,3501
6.3,6.4,371.6,28.7,3601
9.0,4.8,372.2,27.0,3701
