FN,FP,MSE,TN,TP,sr
35.5,3.4,0.008562618206856176,373.6,0.5,101
24.7,3.7,0.004131082274118684,373.3,11.3,201
11.3,5.9,0.0022848365412057236,371.1,24.7,301
10.7,3.9,0.001844194006766623,373.1,25.3,401
7.5,8.3,0.002349496497592896,368.7,28.5,501
6.9,11.7,0.001991167470637185,365.3,29.1,601
4.9,8.4,0.001566397765214363,368.6,31.1,701
7.7,6.6,0.002075277694498475,370.4,28.3,801
5.8,7.8,0.0010230807027144166,369.2,30.2,901
6.6,6.6,0.002374645789434691,370.4,29.4,1001
7.6,4.2,0.001830832001531239,372.8,28.4,1101
5.5,7.1,0.0011710612231448712,369.9,30.5,1201
6.3,5.2,0.0010370674862091522,371.8,29.7,1301
6.6,6.0,0.001085815598915728,371.0,29.4,1401
7.8,5.4,0.0021108279948915073,371.6,28.2,1501
7.8,5.5,0.0013010746417476949,371.5,28.2,1601
7.1,5.2,0.002139272420537311,371.8,28.9,1701
6.5,5.9,0.002134586728925271,371.1,29.5,1801
7.7,5.1,0.0016544035444239717,371.9,28.3,1901
7.8,3.4,0.002098847611954461,373.6,28.2,2001
6.0,4.9,0.0015038962233484001,372.1,30.0,2101
5.8,4.9,0.0014988838215920927,372.1,30.2,2201
7.0,5.8,0.001670126987728936,371.2,29.0,2301
6.4,5.0,0.00099215591987748,372.0,29.6,2401
6.5,5.2,0.0010463408525800575,371.8,29.5,2501
6.8,4.3,0.0012243666758789652,372.7,29.2,2601
7.0,3.8,0.0016400940259783587,373.2,29.0,2701
6.1,5.5,0.0011153788237867907,371.5,29.9,2801
5.7,4.7,0.0017332826907999373,372.3,30.3,2901
6.1,4.2,0.0010816610612566881,372.8,29.9,3001
4.3,4.3,0.0012444877016593021,372.7,31.7,3101
4.2,6.1,0.0012154416576302964,370.9,31.8,3201
5.8,4.7,0.00132832495544986,372.6,29.9,3301
4.8,6.9,0.0010267261898046927,370.1,31.2,3401
5.4,5.1,0.0019587839955093147,371.9,30.6,3501
4.4,5.4,0.0020342993106437337,372.6,30.6,3601
5.1,3.5,0.0012900782938124826,373.5,30.9,3701
