FN,FP,TN,TP,sr
26.6,14.6,362.4,9.4,101
8.3,7.9,369.1,27.7,201
9.1,8.8,368.2,26.9,301
8.6,7.2,369.8,27.4,401
7.1,7.6,369.4,28.9,501
9.1,5.6,371.4,26.9,601
8.1,7.0,370.0,27.9,701
8.9,6.1,370.9,27.1,801
8.3,4.9,372.1,27.7,901
8.4,6.5,370.5,27.6,1001
7.2,7.0,370.0,28.8,1101
6.5,5.9,371.1,29.5,1201
6.1,3.1,373.9,29.9,1301
8.1,5.2,371.8,27.9,1401
7.0,4.3,372.7,29.0,1501
7.2,5.5,371.5,28.8,1601
6.6,4.7,372.3,29.4,1701
4.3,4.9,372.1,31.7,1801
6.9,4.2,372.8,29.1,1901
7.7,5.0,372.0,28.3,2001
6.4,5.8,371.2,29.6,2101
6.7,3.4,373.6,29.3,2201
5.0,4.8,372.2,31.0,2301
6.3,5.5,371.5,29.7,2401
4.8,4.2,372.8,31.2,2501
5.4,5.1,371.9,30.6,2601
6.7,3.7,373.3,29.3,2701
4.5,4.3,372.7,31.5,2801
5.4,3.7,373.3,30.6,2901
4.1,4.2,372.8,31.9,3001
6.3,4.4,372.6,29.7,3101
5.4,4.1,372.9,30.6,3201
4.6,3.9,373.7,30.8,3301
5.2,3.7,373.3,30.8,3401
5.4,4.8,372.2,30.6,3501
5.7,3.4,374.6,29.3,3601
4.3,3.4,373.6,31.7,3701
