FN,FP,TN,TP,sr
27.6,19.1,357.9,8.4,101
12.1,9.2,367.8,23.9,201
10.1,7.3,369.7,25.9,301
9.4,5.7,371.3,26.6,401
9.1,6.4,370.6,26.9,501
8.5,6.9,370.1,27.5,601
9.2,7.5,369.5,26.8,701
7.9,7.2,369.8,28.1,801
8.1,6.9,370.1,27.9,901
8.3,6.8,370.2,27.7,1001
7.3,6.1,370.9,28.7,1101
7.4,5.4,371.6,28.6,1201
9.7,6.2,370.8,26.3,1301
7.2,5.3,371.7,28.8,1401
8.7,5.6,371.4,27.3,1501
6.3,5.5,371.5,29.7,1601
6.6,5.4,371.6,29.4,1701
6.6,5.3,371.7,29.4,1801
7.2,5.4,371.6,28.8,1901
5.0,4.2,372.8,31.0,2001
7.1,4.8,372.2,28.9,2101
6.8,3.9,373.1,29.2,2201
6.1,4.9,372.1,29.9,2301
4.4,5.0,372.0,31.6,2401
4.9,4.4,372.6,31.1,2501
6.5,4.0,373.0,29.5,2601
5.5,4.5,372.5,30.5,2701
5.2,4.0,373.0,30.8,2801
5.9,4.5,372.5,30.1,2901
5.8,3.6,373.4,30.2,3001
5.9,4.6,372.4,30.1,3101
4.5,4.8,372.2,31.5,3201
5.4,4.7,372.7,30.2,3301
7.4,4.5,372.5,28.6,3401
5.4,4.8,372.2,30.6,3501
5.1,3.0,375.0,29.9,3601
6.3,4.1,372.9,29.7,3701
