FN,FP,TN,TP,sr
26.1,19.9,357.1,9.9,101
11.0,4.7,372.3,25.0,201
8.9,7.5,369.5,27.1,301
8.1,8.2,368.8,27.9,401
7.5,8.8,368.2,28.5,501
6.7,8.5,368.5,29.3,601
8.1,6.9,370.1,27.9,701
8.6,7.6,369.4,27.4,801
7.5,6.6,370.4,28.5,901
8.3,6.1,370.9,27.7,1001
6.6,6.2,370.8,29.4,1101
5.6,4.3,372.7,30.4,1201
6.4,4.8,372.2,29.6,1301
6.5,6.4,370.6,29.5,1401
7.1,6.1,370.9,28.9,1501
7.2,5.4,371.6,28.8,1601
6.3,5.8,371.2,29.7,1701
7.4,4.2,372.8,28.6,1801
7.5,4.6,372.4,28.5,1901
6.4,4.1,372.9,29.6,2001
6.8,5.8,371.2,29.2,2101
6.0,5.2,371.8,30.0,2201
6.3,4.4,372.6,29.7,2301
5.4,4.4,372.6,30.6,2401
6.8,5.1,371.9,29.2,2501
5.7,5.0,372.0,30.3,2601
6.3,4.4,372.6,29.7,2701
5.6,4.2,372.8,30.4,2801
4.3,3.6,373.4,31.7,2901
4.9,4.4,372.6,31.1,3001
6.4,3.7,373.3,29.6,3101
5.8,3.1,373.9,30.2,3201
3.6,4.0,373.4,32.0,3301
4.9,4.2,372.8,31.1,3401
4.7,4.4,372.6,31.3,3501
4.0,4.3,373.7,31.0,3601
5.4,4.2,372.8,30.6,3701
