FN,FP,TN,TP,sr
32.2,40.3,336.7,3.8,101
17.5,9.1,367.9,18.5,201
9.4,5.9,371.1,26.6,301
9.6,7.8,369.2,26.4,401
6.7,9.3,367.7,29.3,501
9.2,6.3,370.7,26.8,601
7.9,8.0,369.0,28.1,701
6.3,6.2,370.8,29.7,801
10.4,4.7,372.3,25.6,901
6.4,6.4,370.6,29.6,1001
7.9,5.2,371.8,28.1,1101
8.9,5.9,371.1,27.1,1201
7.0,4.7,372.3,29.0,1301
7.2,4.8,372.2,28.8,1401
7.3,6.2,370.8,28.7,1501
8.0,5.7,371.3,28.0,1601
7.0,4.9,372.1,29.0,1701
5.5,4.6,372.4,30.5,1801
7.1,3.5,373.5,28.9,1901
6.6,6.1,370.9,29.4,2001
5.3,3.5,373.5,30.7,2101
6.3,4.4,372.6,29.7,2201
4.9,3.4,373.6,31.1,2301
6.3,4.1,372.9,29.7,2401
5.2,4.5,372.5,30.8,2501
6.4,5.8,371.2,29.6,2601
7.3,5.0,372.0,28.7,2701
5.8,4.0,373.0,30.2,2801
4.9,4.3,372.7,31.1,2901
4.5,4.0,373.0,31.5,3001
5.1,3.7,373.3,30.9,3101
4.4,4.6,372.4,31.6,3201
4.9,2.8,374.7,30.6,3301
5.4,3.6,373.4,30.6,3401
6.1,3.9,373.1,29.9,3501
5.4,4.8,373.2,29.6,3601
6.2,5.3,371.7,29.8,3701
