FN,FP,MSE,TN,TP,sr
35.6,3.5,0.008733376141973033,373.5,0.4,101
21.4,9.2,0.005784243093048024,367.8,14.6,201
12.6,8.0,0.0019884011048566324,369.0,23.4,301
7.8,5.3,0.0020651390775611065,371.7,28.2,401
7.6,7.5,0.0016353139791138887,369.5,28.4,501
8.0,7.7,0.0017792261119496944,369.3,28.0,601
6.8,8.8,0.0025450800464819783,368.2,29.2,701
4.9,7.5,0.001309757173282334,369.5,31.1,801
6.5,7.7,0.0015669510104865873,369.3,29.5,901
6.0,8.8,0.0014827678512546487,368.2,30.0,1001
6.8,6.8,0.001747825618399886,370.2,29.2,1101
7.7,5.7,0.0018711390453051307,371.3,28.3,1201
7.0,6.2,0.000895673941512106,370.8,29.0,1301
5.4,5.6,0.0018252610415991342,371.4,30.6,1401
8.0,5.1,0.0012232413571400206,371.9,28.0,1501
7.6,4.3,0.0017377288630211253,372.7,28.4,1601
7.6,6.2,0.0024667354516330962,370.8,28.4,1701
7.9,5.6,0.001897290917767716,371.4,28.1,1801
7.4,4.7,0.0019014647924296823,372.3,28.6,1901
7.0,5.0,0.0014915833009092885,372.0,29.0,2001
8.3,3.9,0.0009280902845356048,373.1,27.7,2101
6.9,4.0,0.0013120430349541784,373.0,29.1,2201
7.1,2.9,0.001473620600712359,374.1,28.9,2301
7.2,3.7,0.0015168564466038204,373.3,28.8,2401
6.5,4.1,0.0010958136049312,372.9,29.5,2501
5.6,4.1,0.0011787178356850955,372.9,30.4,2601
7.0,3.5,0.0014574955230831905,373.5,29.0,2701
7.4,4.9,0.0010260692616115086,372.1,28.6,2801
5.7,4.9,0.002063040386600797,372.1,30.3,2901
4.6,4.9,0.0008670385472898062,372.1,31.4,3001
5.9,5.2,0.0012370585422000117,371.8,30.1,3101
5.5,4.2,0.0013619628155238477,372.8,30.5,3201
6.2,4.8,0.0010706651091135313,372.7,29.3,3301
5.3,2.8,0.0018264894704470246,374.2,30.7,3401
5.2,4.6,0.0012695127678405372,372.4,30.8,3501
5.4,4.2,0.0010285553604193701,373.8,29.6,3601
4.7,3.6,0.0014418552287367415,373.4,31.3,3701
