FN,FP,MSE,TN,TP,sr
18.6,12.6,0.006055152004304547,364.4,17.4,101
11.2,7.5,0.0048171993371053335,369.5,24.8,201
9.2,8.2,0.003010702244068292,368.8,26.8,301
6.1,9.6,0.0021582813144485455,367.4,29.9,401
7.1,6.1,0.0015921648190791698,370.9,28.9,501
9.8,4.8,0.003487101113065859,372.2,26.2,601
8.3,6.3,0.0024458373875829342,370.7,27.7,701
8.6,6.8,0.0024064313058375104,370.2,27.4,801
8.4,6.6,0.002156161262758207,370.4,27.6,901
8.6,5.4,0.0022304976334515812,371.6,27.4,1001
8.3,4.8,0.002211007919677883,372.2,27.7,1101
6.7,6.3,0.0016255912589889763,370.7,29.3,1201
6.8,5.9,0.0024305677728916207,371.1,29.2,1301
7.2,6.1,0.0021496114821098443,370.9,28.8,1401
8.4,5.6,0.002494241642664316,371.4,27.6,1501
7.1,6.3,0.0013362482194452714,370.7,28.9,1601
7.6,6.1,0.002059548452828823,370.9,28.4,1701
6.3,5.3,0.0017607954116516087,371.7,29.7,1801
6.8,6.9,0.00244478702443323,370.1,29.2,1901
6.5,5.8,0.0019366618038367174,371.2,29.5,2001
7.0,4.4,0.0015178990447567155,372.6,29.0,2101
6.5,6.1,0.0013492608699958465,370.9,29.5,2201
6.3,5.2,0.0015314074946300674,371.8,29.7,2301
6.6,5.4,0.0024801694062600863,371.6,29.4,2401
5.3,4.8,0.001510367514892385,372.2,30.7,2501
4.2,4.1,0.0014782936171421754,372.9,31.8,2601
6.8,5.0,0.001915423425793722,372.0,29.2,2701
4.3,5.4,0.0011612309405311292,371.6,31.7,2801
5.0,5.3,0.0009777628579930643,371.7,31.0,2901
6.6,4.5,0.0005753860450917616,372.5,29.4,3001
4.0,4.8,0.0013082834912855365,372.2,32.0,3101
6.3,4.4,0.0008671603403935192,372.6,29.7,3201
5.2,5.0,0.0012589193467652713,372.6,30.2,3301
4.5,4.9,0.0014042937198073084,372.1,31.5,3401
5.9,4.9,0.0017288290879726726,372.1,30.1,3501
5.1,4.3,0.0005514807147524599,373.7,29.9,3601
4.8,3.6,0.0013283727712735467,373.4,31.2,3701
