FN,FP,MSE,TN,TP,sr
13.4,11.7,0.005978189613084988,365.3,22.6,101
11.0,8.6,0.004017225733014446,368.4,25.0,201
9.4,8.7,0.0021405834298867097,368.3,26.6,301
8.8,8.0,0.0021748523409918213,369.0,27.2,401
10.2,6.5,0.0020946869642483523,370.5,25.8,501
7.7,7.1,0.00199822139793143,369.9,28.3,601
9.3,7.9,0.0021296744686575197,369.1,26.7,701
9.1,8.5,0.0028605806982470606,368.5,26.9,801
7.4,8.0,0.0032765128579666535,369.0,28.6,901
8.1,8.4,0.00241732280339096,368.6,27.9,1001
7.6,7.5,0.0026184180537421843,369.5,28.4,1101
7.2,7.2,0.002156269367220662,369.8,28.8,1201
7.1,6.4,0.002448901190156504,370.6,28.9,1301
8.6,7.5,0.0014628974320230882,369.5,27.4,1401
8.0,5.9,0.0019413240475858826,371.1,28.0,1501
5.7,6.3,0.001688142680059625,370.7,30.3,1601
6.9,4.2,0.0007784476196450698,372.8,29.1,1701
5.9,4.9,0.0021154370534458987,372.1,30.1,1801
7.0,7.4,0.002019197335351942,369.6,29.0,1901
7.5,4.7,0.0011866669423589425,372.3,28.5,2001
6.7,5.8,0.0016662312727654053,371.2,29.3,2101
5.4,6.0,0.001879485126468857,371.0,30.6,2201
5.9,4.9,0.001865089163186382,372.1,30.1,2301
5.8,5.9,0.0014676229802140632,371.1,30.2,2401
6.2,5.1,0.0017714064755026716,371.9,29.8,2501
5.6,4.0,0.0013190851676804722,373.0,30.4,2601
5.5,4.4,0.0016387702084985367,372.6,30.5,2701
6.2,5.5,0.0016626530862209846,371.5,29.8,2801
5.0,4.4,0.0020259149544827925,372.6,31.0,2901
5.7,6.8,0.001426295677068813,370.2,30.3,3001
4.9,4.1,0.0010105001256323395,372.9,31.1,3101
6.2,5.3,0.00132260122874452,371.7,29.8,3201
4.9,4.2,0.000659672650044269,373.1,30.8,3301
5.2,4.9,0.0013334117150054794,372.1,30.8,3401
5.3,3.7,0.0012175578440816264,373.3,30.7,3501
5.3,4.9,0.0019382668854476322,373.1,29.7,3601
4.7,4.4,0.000942034365208564,372.6,31.3,3701
