FN,FP,MSE,TN,TP,sr
35.0,9.5,0.009132350368505703,367.5,1.0,101
22.5,4.8,0.004522884321215534,372.2,13.5,201
9.7,7.3,0.002184012114721416,369.7,26.3,301
8.5,7.2,0.0022504341073604447,369.8,27.5,401
7.2,5.1,0.0021819999386911487,371.9,28.8,501
7.2,7.0,0.0021630243688724694,370.0,28.8,601
6.2,9.1,0.001773710417497246,367.9,29.8,701
6.6,7.5,0.0026364645827142434,369.5,29.4,801
8.5,6.2,0.0017731930361935746,370.8,27.5,901
5.9,6.5,0.0015001947524950219,370.5,30.1,1001
8.0,4.8,0.0020669632699202825,372.2,28.0,1101
5.3,6.1,0.0006902419035263591,370.9,30.7,1201
6.9,6.5,0.0019981522513774124,370.5,29.1,1301
8.0,6.4,0.002529168983127058,370.6,28.0,1401
7.5,4.9,0.0018678098738713709,372.1,28.5,1501
8.0,5.1,0.0014696652086216007,371.9,28.0,1601
7.7,3.9,0.0015287023571552327,373.1,28.3,1701
8.7,5.9,0.0010435896430442669,371.1,27.3,1801
7.0,4.9,0.0015937341342130353,372.1,29.0,1901
7.5,4.1,0.0014760878566753282,372.9,28.5,2001
8.2,5.2,0.0020797957499895992,371.8,27.8,2101
7.8,5.3,0.002203460257544648,371.7,28.2,2201
6.5,4.3,0.0008662770073825361,372.7,29.5,2301
6.6,3.5,0.001281978507190049,373.5,29.4,2401
7.2,4.6,0.0013053658623358485,372.4,28.8,2501
7.1,3.3,0.0007250506584382223,373.7,28.9,2601
6.1,6.0,0.0013879340234538224,371.0,29.9,2701
5.5,4.5,0.0010187422736608806,372.5,30.5,2801
5.6,4.5,0.0018827707061647996,372.5,30.4,2901
5.7,4.5,0.001006353249598978,372.5,30.3,3001
3.9,4.6,0.0013387793540845158,372.4,32.1,3101
5.3,5.2,0.0011261350385715842,371.8,30.7,3201
6.0,3.7,0.0013662557258766242,374.0,29.3,3301
4.9,4.3,0.00112690118239954,372.7,31.1,3401
4.1,4.9,0.0019175530782257835,372.1,31.9,3501
5.7,3.3,0.001708052260542895,374.7,29.3,3601
5.1,3.5,0.0008210748805595545,373.5,30.9,3701
