FN,FP,TN,TP,sr
29.6,16.4,360.6,6.4,101
11.3,8.7,368.3,24.7,201
9.4,6.7,370.3,26.6,301
7.7,7.2,369.8,28.3,401
7.3,5.4,371.6,28.7,501
7.9,7.9,369.1,28.1,601
8.4,5.6,371.4,27.6,701
6.9,7.0,370.0,29.1,801
7.7,6.9,370.1,28.3,901
6.9,8.2,368.8,29.1,1001
7.3,6.0,371.0,28.7,1101
6.2,6.4,370.6,29.8,1201
6.8,5.7,371.3,29.2,1301
6.7,4.5,372.5,29.3,1401
7.2,4.6,372.4,28.8,1501
7.7,4.5,372.5,28.3,1601
6.2,4.9,372.1,29.8,1701
4.9,6.4,370.6,31.1,1801
8.1,5.0,372.0,27.9,1901
5.8,5.8,371.2,30.2,2001
5.8,4.7,372.3,30.2,2101
6.9,2.8,374.2,29.1,2201
5.6,5.7,371.3,30.4,2301
6.3,5.1,371.9,29.7,2401
7.3,4.2,372.8,28.7,2501
5.4,4.8,372.2,30.6,2601
7.1,3.8,373.2,28.9,2701
6.0,4.3,372.7,30.0,2801
5.4,4.1,372.9,30.6,2901
5.6,3.3,373.7,30.4,3001
5.0,3.7,373.3,31.0,3101
5.1,4.7,372.3,30.9,3201
6.2,5.4,372.0,29.4,3301
6.0,3.8,373.2,30.0,3401
4.3,3.4,373.6,31.7,3501
6.1,4.1,373.9,28.9,3601
4.8,4.1,372.9,31.2,3701
