FN,FP,TN,TP,sr
13.7,9.8,367.2,22.3,101
12.0,6.9,370.1,24.0,201
12.0,6.1,370.9,24.0,301
10.0,9.5,367.5,26.0,401
8.6,6.9,370.1,27.4,501
8.5,7.2,369.8,27.5,601
7.8,7.3,369.7,28.2,701
7.0,5.8,371.2,29.0,801
4.8,7.6,369.4,31.2,901
7.3,6.5,370.5,28.7,1001
8.6,6.3,370.7,27.4,1101
6.4,6.2,370.8,29.6,1201
7.4,8.1,368.9,28.6,1301
5.5,6.7,370.3,30.5,1401
6.1,6.1,370.9,29.9,1501
6.0,6.0,371.0,30.0,1601
7.1,5.5,371.5,28.9,1701
6.4,7.6,369.4,29.6,1801
5.9,7.5,369.5,30.1,1901
5.5,7.1,369.9,30.5,2001
6.7,6.6,370.4,29.3,2101
6.9,6.2,370.8,29.1,2201
5.5,7.9,369.1,30.5,2301
6.4,8.2,368.8,29.6,2401
6.7,6.0,371.0,29.3,2501
6.0,7.5,369.5,30.0,2601
7.5,6.9,370.1,28.5,2701
4.5,9.3,367.7,31.5,2801
5.8,10.2,366.8,30.2,2901
6.3,6.8,370.2,29.7,3001
7.9,7.2,369.8,28.1,3101
6.6,8.4,368.6,29.4,3201
6.6,6.9,370.2,29.3,3301
6.7,8.4,368.6,29.3,3401
6.2,9.0,368.0,29.8,3501
6.3,8.0,370.0,28.7,3601
7.4,6.7,370.3,28.6,3701
