FN,FP,TN,TP,sr
30.2,17.6,359.4,5.8,101
17.3,9.8,367.2,18.7,201
9.0,7.6,369.4,27.0,301
10.4,7.9,369.1,25.6,401
7.6,7.0,370.0,28.4,501
7.6,8.7,368.3,28.4,601
8.5,6.6,370.4,27.5,701
7.0,5.3,371.7,29.0,801
7.9,6.6,370.4,28.1,901
9.9,7.8,369.2,26.1,1001
5.8,8.3,368.7,30.2,1101
8.5,5.9,371.1,27.5,1201
7.1,7.4,369.6,28.9,1301
6.5,6.2,370.8,29.5,1401
5.5,4.9,372.1,30.5,1501
6.3,6.2,370.8,29.7,1601
6.5,6.4,370.6,29.5,1701
6.3,8.3,368.7,29.7,1801
6.7,7.1,369.9,29.3,1901
6.5,5.6,371.4,29.5,2001
7.0,5.7,371.3,29.0,2101
7.8,5.4,371.6,28.2,2201
7.2,4.9,372.1,28.8,2301
7.0,5.2,371.8,29.0,2401
6.0,6.6,370.4,30.0,2501
5.9,7.4,369.6,30.1,2601
7.0,7.0,370.0,29.0,2701
7.2,5.7,371.3,28.8,2801
7.0,5.3,371.7,29.0,2901
4.9,8.9,368.1,31.1,3001
7.1,7.1,369.9,28.9,3101
7.7,5.6,371.4,28.3,3201
8.1,5.9,371.9,27.1,3301
5.1,6.6,370.4,30.9,3401
8.2,6.1,370.9,27.8,3501
6.8,5.9,372.1,28.2,3601
8.6,4.9,372.1,27.4,3701
