FN,FP,TN,TP,sr
29.7,26.4,350.6,6.3,101
12.7,8.0,369.0,23.3,201
14.0,4.7,372.3,22.0,301
7.2,7.7,369.3,28.8,401
9.1,6.6,370.4,26.9,501
7.6,6.2,370.8,28.4,601
8.4,6.8,370.2,27.6,701
7.8,6.4,370.6,28.2,801
9.5,4.8,372.2,26.5,901
6.3,7.7,369.3,29.7,1001
7.9,6.2,370.8,28.1,1101
8.3,6.5,370.5,27.7,1201
7.3,6.0,371.0,28.7,1301
6.7,6.4,370.6,29.3,1401
5.8,6.6,370.4,30.2,1501
8.8,6.9,370.1,27.2,1601
7.0,7.5,369.5,29.0,1701
6.8,6.2,370.8,29.2,1801
6.2,6.6,370.4,29.8,1901
6.3,7.1,369.9,29.7,2001
6.6,8.1,368.9,29.4,2101
6.2,7.1,369.9,29.8,2201
5.7,6.5,370.5,30.3,2301
8.2,6.4,370.6,27.8,2401
5.9,8.2,368.8,30.1,2501
6.9,7.1,369.9,29.1,2601
7.0,5.0,372.0,29.0,2701
6.5,5.8,371.2,29.5,2801
7.0,7.8,369.2,29.0,2901
8.1,7.1,369.9,27.9,3001
7.2,5.6,371.4,28.8,3101
8.6,5.5,371.5,27.4,3201
6.3,7.1,370.2,29.4,3301
5.0,8.9,368.1,31.0,3401
6.5,6.1,370.9,29.5,3501
8.1,6.4,371.6,26.9,3601
7.8,5.9,371.1,28.2,3701
