FN,FP,TN,TP,sr
15.7,10.4,366.6,20.3,101
11.8,6.8,370.2,24.2,201
9.8,9.5,367.5,26.2,301
9.4,7.9,369.1,26.6,401
9.6,8.2,368.8,26.4,501
9.9,7.5,369.5,26.1,601
10.5,7.0,370.0,25.5,701
8.4,5.5,371.5,27.6,801
8.2,6.3,370.7,27.8,901
8.9,5.9,371.1,27.1,1001
8.0,6.0,371.0,28.0,1101
7.2,6.1,370.9,28.8,1201
7.7,6.4,370.6,28.3,1301
7.5,4.4,372.6,28.5,1401
7.6,5.5,371.5,28.4,1501
7.1,6.3,370.7,28.9,1601
7.4,6.0,371.0,28.6,1701
8.2,3.6,373.4,27.8,1801
6.6,6.4,370.6,29.4,1901
6.7,6.0,371.0,29.3,2001
6.9,4.7,372.3,29.1,2101
6.3,5.5,371.5,29.7,2201
7.8,5.1,371.9,28.2,2301
6.2,4.4,372.6,29.8,2401
7.0,6.3,370.7,29.0,2501
6.0,4.5,372.5,30.0,2601
6.6,3.4,373.6,29.4,2701
5.4,3.9,373.1,30.6,2801
6.0,3.3,373.7,30.0,2901
6.1,4.4,372.6,29.9,3001
5.2,3.7,373.3,30.8,3101
5.3,4.8,372.2,30.7,3201
5.5,4.1,373.5,29.9,3301
6.7,4.1,372.9,29.3,3401
4.6,3.9,373.1,31.4,3501
5.3,4.6,373.4,29.7,3601
4.9,4.5,372.5,31.1,3701
