FN,FP,MSE,TN,TP,sr
28.2,5.8,0.004928659619618631,371.2,7.8,101
8.0,9.3,0.0022345606491362842,367.7,28.0,201
9.4,9.8,0.0031910436787694375,367.2,26.6,301
9.0,9.2,0.0028284540941604674,367.8,27.0,401
8.1,7.1,0.002406623641305581,369.9,27.9,501
7.3,7.0,0.0022932457712804234,370.0,28.7,601
8.1,6.8,0.0018370933607905044,370.2,27.9,701
7.4,6.4,0.00219420231185044,370.6,28.6,801
10.5,5.3,0.00269579655900081,371.7,25.5,901
8.3,5.1,0.00201720128357412,371.9,27.7,1001
8.9,4.3,0.0027482729931558912,372.7,27.1,1101
8.5,6.5,0.003225783598735815,370.5,27.5,1201
8.8,4.0,0.0013255614099403823,373.0,27.2,1301
8.9,4.0,0.0012608547991451208,373.0,27.1,1401
7.4,4.0,0.0014269782474209763,373.0,28.6,1501
7.8,5.8,0.0017164124716644354,371.2,28.2,1601
8.9,4.2,0.001961435592491216,372.8,27.1,1701
6.8,5.6,0.0012465256535191204,371.4,29.2,1801
5.4,4.6,0.0009641369610392605,372.4,30.6,1901
6.1,5.2,0.0007668317977201695,371.8,29.9,2001
5.6,5.4,0.0020170854968222926,371.6,30.4,2101
6.6,5.3,0.0012520725535660093,371.7,29.4,2201
6.7,4.1,0.0018145101737314588,372.9,29.3,2301
5.8,4.8,0.0015367275248490582,372.2,30.2,2401
5.7,3.9,0.0014424302250741412,373.1,30.3,2501
4.9,6.0,0.0016265681503231312,371.0,31.1,2601
6.6,5.7,0.0019184100302891943,371.3,29.4,2701
6.6,4.7,0.0013734478574166343,372.3,29.4,2801
6.6,5.5,0.0019972135176179284,371.5,29.4,2901
5.6,5.0,0.0018418369243024708,372.0,30.4,3001
5.0,4.5,0.0014921890881137334,372.5,31.0,3101
7.3,3.8,0.0013704016514139582,373.2,28.7,3201
5.0,4.5,0.0011377666274470614,373.1,30.4,3301
5.7,3.5,0.0013373020681922006,373.5,30.3,3401
5.6,4.5,0.0018506732377563645,372.5,30.4,3501
4.2,4.8,0.0012644111927077762,373.2,30.8,3601
4.7,4.4,0.0015131196441352133,372.6,31.3,3701
