FN,FP,MSE,TN,TP,sr
24.0,9.3,0.006077185555424028,367.7,12.0,101
9.8,8.0,0.0022939964185573853,369.0,26.2,201
9.1,7.2,0.0021447031496214302,369.8,26.9,301
7.1,7.0,0.0018872945151040658,370.0,28.9,401
8.6,6.5,0.0024569212989896992,370.5,27.4,501
7.4,6.4,0.002174128611425166,370.6,28.6,601
8.6,4.6,0.001817024575798638,372.4,27.4,701
7.1,6.9,0.001744720289098239,370.1,28.9,801
7.7,7.3,0.0023018850019369463,369.7,28.3,901
6.8,6.3,0.0019556092132543756,370.7,29.2,1001
7.4,4.5,0.0018897103404496404,372.5,28.6,1101
6.7,7.2,0.0017787106002868347,369.8,29.3,1201
6.7,7.2,0.002961974419306789,369.8,29.3,1301
6.4,4.7,0.0014350980763884855,372.3,29.6,1401
8.7,4.8,0.0012439379451433066,372.2,27.3,1501
6.9,4.8,0.001229367262035068,372.2,29.1,1601
8.2,5.6,0.0012320548198294968,371.4,27.8,1701
5.5,6.1,0.0015893429646014461,370.9,30.5,1801
6.2,5.7,0.001549568246370566,371.3,29.8,1901
7.7,6.4,0.0018284492537477455,370.6,28.3,2001
5.2,5.4,0.0011651455408542319,371.6,30.8,2101
5.5,4.4,0.0008460706970271993,372.6,30.5,2201
5.5,5.9,0.0017185407555522613,371.1,30.5,2301
4.3,7.1,0.0014020911827539377,369.9,31.7,2401
4.6,6.3,0.0013770901113169362,370.7,31.4,2501
5.3,7.0,0.0015299376131649347,370.0,30.7,2601
5.6,5.2,0.0014215181543174881,371.8,30.4,2701
3.4,6.2,0.0010310155585506516,370.8,32.6,2801
4.7,6.8,0.001762159420621545,370.2,31.3,2901
6.2,4.8,0.0016348653160027943,372.2,29.8,3001
6.4,4.6,0.0011342324173464775,372.4,29.6,3101
5.5,5.4,0.001395513946191722,371.6,30.5,3201
4.7,4.5,0.0017543136456526047,373.0,30.8,3301
5.3,4.7,0.0013771093146642565,372.3,30.7,3401
6.1,4.3,0.0008942138203248474,372.7,29.9,3501
5.7,3.7,0.0014389717547964305,374.3,29.3,3601
5.4,3.9,0.001104128037591955,373.1,30.6,3701
