FN,FP,MSE,TN,TP,sr
26.5,14.4,0.00897365233476077,362.6,9.5,101
18.8,8.3,0.005471806679581066,368.7,17.2,201
11.5,6.4,0.0020753398060821505,370.6,24.5,301
7.4,6.2,0.0019968014529074965,370.8,28.6,401
7.0,7.5,0.0029187915920607906,369.5,29.0,501
7.5,6.5,0.002171387079485829,370.5,28.5,601
9.3,7.5,0.0010808025320831408,369.5,26.7,701
7.8,8.7,0.0013696479009257666,368.3,28.2,801
7.2,6.0,0.0017360450201242394,371.0,28.8,901
5.1,6.4,0.0017895137712098691,370.6,30.9,1001
8.0,5.0,0.0018815173750340944,372.0,28.0,1101
8.5,5.2,0.002244550541771389,371.8,27.5,1201
7.2,4.3,0.0010486691794684138,372.7,28.8,1301
7.3,3.8,0.001479775470470485,373.2,28.7,1401
6.2,6.3,0.0021426508956567895,370.7,29.8,1501
7.7,5.4,0.0016331491787826876,371.6,28.3,1601
7.6,4.6,0.0014837111086482844,372.4,28.4,1701
7.7,4.5,0.0010754406509431214,372.5,28.3,1801
5.8,5.3,0.0020386971830349434,371.7,30.2,1901
7.2,4.8,0.0009751444124271409,372.2,28.8,2001
7.6,3.6,0.0012324863296091664,373.4,28.4,2101
5.9,4.4,0.0009640943533937299,372.6,30.1,2201
7.6,4.7,0.0010986768739596373,372.3,28.4,2301
7.5,3.7,0.0016699924990825124,373.3,28.5,2401
5.2,4.2,0.0012731329954661949,372.8,30.8,2501
5.5,4.1,0.001225028848783123,372.9,30.5,2601
4.9,5.5,0.0012989637260230297,371.5,31.1,2701
5.6,4.5,0.001083037512337418,372.5,30.4,2801
5.2,4.3,0.0010341343267321458,372.7,30.8,2901
6.3,4.3,0.001464558287026454,372.7,29.7,3001
4.9,5.1,0.001141074901645976,371.9,31.1,3101
6.2,4.1,0.0011621647002467857,372.9,29.8,3201
4.9,5.0,0.0008119303767369541,372.4,30.7,3301
4.7,4.3,0.000910148418080345,372.7,31.3,3401
5.4,5.2,0.001288245802540066,371.8,30.6,3501
4.7,4.9,0.0008595322099862914,373.1,30.3,3601
5.4,4.8,0.0007857899661074735,372.2,30.6,3701
