FN,FP,TN,TP,sr
27.7,17.6,359.4,8.3,101
13.4,7.1,369.9,22.6,201
8.4,8.2,368.8,27.6,301
8.5,7.9,369.1,27.5,401
8.6,7.1,369.9,27.4,501
9.2,6.8,370.2,26.8,601
8.5,6.8,370.2,27.5,701
7.0,6.2,370.8,29.0,801
8.3,6.2,370.8,27.7,901
7.0,8.7,368.3,29.0,1001
8.9,4.6,372.4,27.1,1101
6.7,6.5,370.5,29.3,1201
7.5,4.6,372.4,28.5,1301
6.9,6.7,370.3,29.1,1401
8.0,4.9,372.1,28.0,1501
6.9,5.5,371.5,29.1,1601
7.1,5.2,371.8,28.9,1701
6.3,6.0,371.0,29.7,1801
6.2,4.9,372.1,29.8,1901
8.3,5.5,371.5,27.7,2001
8.6,5.4,371.6,27.4,2101
5.3,7.0,370.0,30.7,2201
7.0,7.0,370.0,29.0,2301
7.1,5.5,371.5,28.9,2401
8.3,5.1,371.9,27.7,2501
6.5,6.9,370.1,29.5,2601
6.5,6.5,370.5,29.5,2701
6.9,7.3,369.7,29.1,2801
6.0,6.2,370.8,30.0,2901
7.5,3.8,373.2,28.5,3001
7.6,6.1,370.9,28.4,3101
7.8,5.1,371.9,28.2,3201
6.4,6.5,371.2,28.9,3301
6.3,8.1,368.9,29.7,3401
6.5,7.3,369.7,29.5,3501
5.9,6.4,371.6,29.1,3601
8.0,7.7,369.3,28.0,3701
