FN,FP,TN,TP,sr
12.6,7.5,369.5,23.4,101
11.5,10.6,366.4,24.5,201
9.3,7.9,369.1,26.7,301
9.6,8.7,368.3,26.4,401
9.5,8.2,368.8,26.5,501
8.9,7.3,369.7,27.1,601
8.3,6.7,370.3,27.7,701
9.5,7.3,369.7,26.5,801
7.6,10.1,366.9,28.4,901
6.3,7.7,369.3,29.7,1001
6.8,6.1,370.9,29.2,1101
7.6,7.0,370.0,28.4,1201
6.2,6.9,370.1,29.8,1301
6.7,6.7,370.3,29.3,1401
8.0,8.2,368.8,28.0,1501
6.8,6.8,370.2,29.2,1601
7.0,6.3,370.7,29.0,1701
7.3,6.1,370.9,28.7,1801
5.3,5.3,371.7,30.7,1901
5.2,5.2,371.8,30.8,2001
6.9,6.5,370.5,29.1,2101
5.6,6.0,371.0,30.4,2201
5.2,4.1,372.9,30.8,2301
6.5,4.8,372.2,29.5,2401
5.8,5.8,371.2,30.2,2501
5.3,4.6,372.4,30.7,2601
5.8,5.5,371.5,30.2,2701
5.0,5.9,371.1,31.0,2801
5.5,5.0,372.0,30.5,2901
5.2,4.4,372.6,30.8,3001
5.1,5.0,372.0,30.9,3101
5.7,4.3,372.7,30.3,3201
4.1,5.0,372.6,31.3,3301
4.1,4.4,372.6,31.9,3401
3.9,4.4,372.6,32.1,3501
4.4,4.7,373.3,30.6,3601
5.1,4.5,372.5,30.9,3701
