FN,FP,TN,TP,sr
15.7,11.5,365.5,20.3,101
9.3,11.2,365.8,26.7,201
9.0,9.8,367.2,27.0,301
8.4,9.0,368.0,27.6,401
9.4,8.6,368.4,26.6,501
8.0,8.7,368.3,28.0,601
8.2,8.4,368.6,27.8,701
8.3,9.7,367.3,27.7,801
7.4,8.7,368.3,28.6,901
7.1,6.2,370.8,28.9,1001
5.7,7.6,369.4,30.3,1101
5.8,6.9,370.1,30.2,1201
7.8,6.8,370.2,28.2,1301
7.1,6.2,370.8,28.9,1401
5.6,5.7,371.3,30.4,1501
7.9,5.4,371.6,28.1,1601
6.3,7.6,369.4,29.7,1701
6.8,5.6,371.4,29.2,1801
6.2,4.6,372.4,29.8,1901
6.8,5.3,371.7,29.2,2001
6.3,6.6,370.4,29.7,2101
6.6,5.8,371.2,29.4,2201
5.3,6.8,370.2,30.7,2301
4.1,5.3,371.7,31.9,2401
5.6,4.2,372.8,30.4,2501
5.8,5.7,371.3,30.2,2601
5.4,5.1,371.9,30.6,2701
4.9,5.1,371.9,31.1,2801
5.5,5.8,371.2,30.5,2901
4.6,4.6,372.4,31.4,3001
4.1,4.2,372.8,31.9,3101
5.5,4.1,372.9,30.5,3201
4.5,5.1,372.3,31.1,3301
4.7,4.3,372.7,31.3,3401
5.5,5.3,371.7,30.5,3501
4.2,5.0,373.0,30.8,3601
4.7,5.3,371.7,31.3,3701
