FN,FP,TN,TP,sr
34.9,9.4,367.6,1.1,101
24.8,7.6,369.4,11.2,201
11.3,6.5,370.5,24.7,301
9.2,5.5,371.5,26.8,401
6.5,8.0,369.0,29.5,501
7.2,7.6,369.4,28.8,601
9.9,5.6,371.4,26.1,701
7.5,4.3,372.7,28.5,801
7.3,6.4,370.6,28.7,901
8.8,5.5,371.5,27.2,1001
8.2,8.4,368.6,27.8,1101
8.5,5.8,371.2,27.5,1201
7.0,5.1,371.9,29.0,1301
6.9,7.4,369.6,29.1,1401
6.5,6.2,370.8,29.5,1501
5.0,4.9,372.1,31.0,1601
6.8,5.3,371.7,29.2,1701
7.3,3.9,373.1,28.7,1801
6.7,4.2,372.8,29.3,1901
4.4,4.9,372.1,31.6,2001
6.6,3.8,373.2,29.4,2101
6.9,5.4,371.6,29.1,2201
6.1,3.0,374.0,29.9,2301
7.5,4.7,372.3,28.5,2401
6.9,5.1,371.9,29.1,2501
7.6,3.9,373.1,28.4,2601
7.0,5.3,371.7,29.0,2701
6.0,5.0,372.0,30.0,2801
5.7,4.1,372.9,30.3,2901
5.1,4.5,372.5,30.9,3001
6.0,3.1,373.9,30.0,3101
6.2,3.7,373.3,29.8,3201
4.1,4.7,372.6,31.6,3301
4.8,3.5,373.5,31.2,3401
5.5,3.6,373.4,30.5,3501
3.0,3.8,374.2,32.0,3601
4.0,3.9,373.1,32.0,3701
