FN,FP,TN,TP,sr
11.2,6.9,370.1,24.8,101
9.6,11.4,365.6,26.4,201
10.9,10.8,366.2,25.1,301
9.0,9.1,367.9,27.0,401
8.9,9.6,367.4,27.1,501
7.2,7.9,369.1,28.8,601
6.3,9.1,367.9,29.7,701
7.3,6.4,370.6,28.7,801
6.6,7.1,369.9,29.4,901
7.8,9.0,368.0,28.2,1001
7.5,7.1,369.9,28.5,1101
7.1,6.5,370.5,28.9,1201
6.3,5.5,371.5,29.7,1301
6.7,6.9,370.1,29.3,1401
8.5,4.3,372.7,27.5,1501
6.8,5.6,371.4,29.2,1601
5.8,5.7,371.3,30.2,1701
6.3,4.0,373.0,29.7,1801
5.7,6.2,370.8,30.3,1901
4.9,5.6,371.4,31.1,2001
6.7,3.4,373.6,29.3,2101
4.3,4.7,372.3,31.7,2201
5.1,4.6,372.4,30.9,2301
6.7,4.2,372.8,29.3,2401
5.1,4.9,372.1,30.9,2501
6.1,3.6,373.4,29.9,2601
5.0,4.2,372.8,31.0,2701
5.1,4.5,372.5,30.9,2801
4.2,4.3,372.7,31.8,2901
5.3,3.3,373.7,30.7,3001
5.1,5.1,371.9,30.9,3101
5.3,4.0,373.0,30.7,3201
5.1,4.5,373.0,30.4,3301
4.8,5.0,372.0,31.2,3401
5.4,2.6,374.4,30.6,3501
4.6,4.8,373.2,30.4,3601
5.2,3.3,373.7,30.8,3701
