FN,FP,TN,TP,sr
33.3,17.5,359.5,2.7,101
16.7,8.4,368.6,19.3,201
9.6,7.3,369.7,26.4,301
9.4,7.1,369.9,26.6,401
9.9,8.6,368.4,26.1,501
6.8,8.9,368.1,29.2,601
8.5,5.2,371.8,27.5,701
6.7,7.8,369.2,29.3,801
6.2,6.9,370.1,29.8,901
7.2,7.6,369.4,28.8,1001
7.0,4.9,372.1,29.0,1101
6.6,4.4,372.6,29.4,1201
6.8,5.4,371.6,29.2,1301
7.4,7.4,369.6,28.6,1401
5.2,5.4,371.6,30.8,1501
8.3,4.8,372.2,27.7,1601
6.2,6.6,370.4,29.8,1701
7.2,6.3,370.7,28.8,1801
9.2,5.1,371.9,26.8,1901
6.7,7.6,369.4,29.3,2001
6.7,5.4,371.6,29.3,2101
8.3,6.2,370.8,27.7,2201
5.3,7.2,369.8,30.7,2301
6.5,6.4,370.6,29.5,2401
5.2,6.8,370.2,30.8,2501
5.8,6.6,370.4,30.2,2601
6.1,6.2,370.8,29.9,2701
7.4,5.9,371.1,28.6,2801
6.4,7.2,369.8,29.6,2901
5.9,6.1,370.9,30.1,3001
6.7,5.3,371.7,29.3,3101
6.3,5.4,371.6,29.7,3201
5.4,7.7,369.7,30.2,3301
7.1,6.6,370.4,28.9,3401
6.2,8.3,368.7,29.8,3501
7.3,7.9,370.1,27.7,3601
5.8,7.5,369.5,30.2,3701
