FN,FP,TN,TP,sr
11.0,14.0,363.0,25.0,101
10.1,7.0,370.0,25.9,201
6.9,8.6,368.4,29.1,301
9.0,9.1,367.9,27.0,401
8.4,6.6,370.4,27.6,501
8.3,9.2,367.8,27.7,601
8.7,7.5,369.5,27.3,701
6.4,7.3,369.7,29.6,801
6.5,7.4,369.6,29.5,901
7.5,5.9,371.1,28.5,1001
7.5,7.0,370.0,28.5,1101
6.3,8.4,368.6,29.7,1201
8.2,4.6,372.4,27.8,1301
7.0,7.6,369.4,29.0,1401
5.6,5.4,371.6,30.4,1501
7.4,5.1,371.9,28.6,1601
7.7,6.9,370.1,28.3,1701
6.5,6.1,370.9,29.5,1801
5.5,5.9,371.1,30.5,1901
6.9,7.1,369.9,29.1,2001
6.6,4.1,372.9,29.4,2101
6.4,4.5,372.5,29.6,2201
5.1,5.6,371.4,30.9,2301
5.5,5.5,371.5,30.5,2401
4.9,4.6,372.4,31.1,2501
6.1,5.5,371.5,29.9,2601
4.6,5.6,371.4,31.4,2701
5.9,5.2,371.8,30.1,2801
4.9,5.2,371.8,31.1,2901
6.5,5.2,371.8,29.5,3001
4.0,4.1,372.9,32.0,3101
5.7,4.5,372.5,30.3,3201
4.3,4.2,373.2,31.3,3301
5.3,4.5,372.5,30.7,3401
6.2,4.9,372.1,29.8,3501
4.8,5.7,372.3,30.2,3601
5.1,5.0,372.0,30.9,3701
