FN,FP,MSE,TN,TP,sr
34.1,14.9,0.00788275481048038,362.1,1.9,101
22.3,3.8,0.004781665028809076,373.2,13.7,201
10.1,6.3,0.003100001958020512,370.7,25.9,301
7.0,8.1,0.0024367525342455262,368.9,29.0,401
9.7,7.6,0.0018644280930339078,369.4,26.3,501
6.9,8.8,0.0012504380545185884,368.2,29.1,601
7.5,6.9,0.001966426591586071,370.1,28.5,701
9.1,5.3,0.0012354248883081648,371.7,26.9,801
9.1,6.0,0.0017012612611516508,371.0,26.9,901
7.9,6.8,0.0019077992976964252,370.2,28.1,1001
6.4,5.7,0.001687463841597259,371.3,29.6,1101
8.0,5.9,0.0016524244953588121,371.1,28.0,1201
6.8,5.7,0.0022930776789956407,371.3,29.2,1301
7.7,5.1,0.0020546231181608194,371.9,28.3,1401
6.5,5.3,0.0015070116212461183,371.7,29.5,1501
9.6,4.5,0.0011807673614173532,372.5,26.4,1601
7.0,4.8,0.0014987396206906044,372.2,29.0,1701
7.3,4.4,0.002554616369420987,372.6,28.7,1801
7.0,4.3,0.002230816077063824,372.7,29.0,1901
7.2,4.8,0.0009350186238009309,372.2,28.8,2001
9.3,3.7,0.0023252163819553508,373.3,26.7,2101
5.2,5.0,0.0016397392225169743,372.0,30.8,2201
5.6,5.4,0.001511395306581211,371.6,30.4,2301
5.6,5.1,0.001231204632814753,371.9,30.4,2401
6.2,4.3,0.0015041472326650898,372.7,29.8,2501
7.3,3.7,0.0017613874071771083,373.3,28.7,2601
6.1,5.2,0.0012320601501536045,371.8,29.9,2701
4.7,5.7,0.0010429063467560454,371.3,31.3,2801
6.2,4.8,0.0014203793177995268,372.2,29.8,2901
3.9,4.4,0.0011879996634816588,372.6,32.1,3001
6.2,5.3,0.0008194003893689525,371.7,29.8,3101
5.7,5.4,0.0008407048933827633,371.6,30.3,3201
5.3,5.0,0.001544716987273263,372.4,30.3,3301
6.1,5.8,0.0015394115107784402,371.2,29.9,3401
4.7,4.0,0.0010042269590577668,373.0,31.3,3501
5.6,5.4,0.0008879956563778863,372.6,29.4,3601
5.6,4.9,0.00185497410160135,372.1,30.4,3701
