FN,FP,TN,TP,sr
34.8,10.3,366.7,1.2,101
21.8,9.7,367.3,14.2,201
9.7,6.5,370.5,26.3,301
6.4,10.2,366.8,29.6,401
10.4,6.1,370.9,25.6,501
7.7,9.1,367.9,28.3,601
6.9,8.4,368.6,29.1,701
7.1,7.6,369.4,28.9,801
7.0,9.6,367.4,29.0,901
8.0,8.4,368.6,28.0,1001
6.8,7.0,370.0,29.2,1101
8.0,6.2,370.8,28.0,1201
7.9,5.0,372.0,28.1,1301
5.7,6.7,370.3,30.3,1401
8.0,5.9,371.1,28.0,1501
6.7,5.8,371.2,29.3,1601
4.8,4.9,372.1,31.2,1701
7.5,5.8,371.2,28.5,1801
6.4,5.1,371.9,29.6,1901
8.4,4.5,372.5,27.6,2001
6.0,5.3,371.7,30.0,2101
6.3,4.6,372.4,29.7,2201
6.6,4.8,372.2,29.4,2301
4.5,4.0,373.0,31.5,2401
5.4,6.0,371.0,30.6,2501
5.9,5.0,372.0,30.1,2601
6.2,4.3,372.7,29.8,2701
4.2,4.7,372.3,31.8,2801
4.1,3.6,373.4,31.9,2901
5.7,4.3,372.7,30.3,3001
5.3,5.6,371.4,30.7,3101
4.3,4.9,372.1,31.7,3201
4.3,3.8,374.0,30.9,3301
4.5,5.1,371.9,31.5,3401
4.8,4.5,372.5,31.2,3501
4.4,3.2,374.8,30.6,3601
4.5,3.8,373.2,31.5,3701
