FN,FP,TN,TP,sr
34.9,13.1,363.9,1.1,101
22.7,4.1,372.9,13.3,201
9.0,10.4,366.6,27.0,301
8.8,8.0,369.0,27.2,401
8.2,8.3,368.7,27.8,501
10.5,5.3,371.7,25.5,601
7.4,9.1,367.9,28.6,701
7.3,6.7,370.3,28.7,801
7.6,6.4,370.6,28.4,901
7.2,6.1,370.9,28.8,1001
7.1,6.2,370.8,28.9,1101
5.8,6.2,370.8,30.2,1201
5.7,7.2,369.8,30.3,1301
7.6,5.1,371.9,28.4,1401
6.6,6.7,370.3,29.4,1501
6.5,5.7,371.3,29.5,1601
7.8,4.7,372.3,28.2,1701
5.8,5.3,371.7,30.2,1801
6.9,3.9,373.1,29.1,1901
7.8,4.9,372.1,28.2,2001
6.1,4.2,372.8,29.9,2101
6.1,4.3,372.7,29.9,2201
5.9,4.9,372.1,30.1,2301
6.2,5.1,371.9,29.8,2401
5.0,6.6,370.4,31.0,2501
5.5,3.2,373.8,30.5,2601
5.8,4.3,372.7,30.2,2701
6.0,4.2,372.8,30.0,2801
7.3,4.4,372.6,28.7,2901
5.8,4.4,372.6,30.2,3001
6.1,4.1,372.9,29.9,3101
6.0,4.2,372.8,30.0,3201
5.6,4.4,372.9,30.1,3301
3.9,4.7,372.3,32.1,3401
4.9,3.9,373.1,31.1,3501
4.1,3.0,375.0,30.9,3601
3.2,3.5,373.5,32.8,3701
