FN,FP,TN,TP,sr
33.9,24.3,352.7,2.1,101
18.4,7.9,369.1,17.6,201
6.2,9.9,367.1,29.8,301
8.9,7.3,369.7,27.1,401
7.3,7.4,369.6,28.7,501
7.7,7.8,369.2,28.3,601
7.7,6.9,370.1,28.3,701
8.7,7.4,369.6,27.3,801
7.2,6.3,370.7,28.8,901
9.7,5.4,371.6,26.3,1001
8.7,6.4,370.6,27.3,1101
7.5,6.3,370.7,28.5,1201
8.6,5.3,371.7,27.4,1301
6.0,5.8,371.2,30.0,1401
6.5,4.1,372.9,29.5,1501
6.3,4.1,372.9,29.7,1601
7.8,6.3,370.7,28.2,1701
6.5,3.8,373.2,29.5,1801
5.4,5.2,371.8,30.6,1901
5.5,7.4,369.6,30.5,2001
6.8,5.2,371.8,29.2,2101
6.8,3.6,373.4,29.2,2201
5.5,5.0,372.0,30.5,2301
6.1,4.4,372.6,29.9,2401
5.8,3.8,373.2,30.2,2501
6.1,3.6,373.4,29.9,2601
6.6,4.1,372.9,29.4,2701
4.6,4.2,372.8,31.4,2801
5.2,4.2,372.8,30.8,2901
6.1,4.3,372.7,29.9,3001
4.8,5.0,372.0,31.2,3101
5.5,3.5,373.5,30.5,3201
5.2,3.5,374.2,30.1,3301
5.2,3.8,373.2,30.8,3401
4.8,3.9,373.1,31.2,3501
3.5,4.4,373.6,31.5,3601
4.5,4.2,372.8,31.5,3701
